source,repo,raw_id,url,title,body_or_excerpt,category,labels,author,created_at,updated_at,comment_count,comment_excerpt,fetch_status,fetch_method,fetched_at,dashboard_reporting_pain,metric_definition_confusion,semantic_layer_or_model_confusion_tied_to_reporting,stakeholder_reporting_need,export_or_spreadsheet_workaround,data_trust_or_reconciliation_issue,workflow_limitation_in_bi_reporting_tool,root_cause_or_explanation_handoff,install_deploy_debug_noise,auth_permission_setup_noise,generic_feature_request_without_user_pain,api_library_coding_issue,ci_cd_infrastructure_issue,beginner_tutorial_help,release_announcement,maintainer_internal_discussion_without_user_pain,persona_01_fit,persona_02_fit,persona_03_fit,persona_04_fit,persona_05_fit
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,2739,https://github.com/lightdash/lightdash/discussions/2739,Is there a way to embbed a Dashboard to an external website? · lightdash/lightdash · Discussion #2739 · GitHub,"Hello, Congrats on Lightdash, it´s an awasome project with great new ideas! I'm evaluating it to use as a embedd solution to an existing website. The idea is: Create the views and dashboards in Lightdash Generate an embbed link with view only powers Use an iframe or something similar to embbed the dashboard where the end user would have a transparent experience. Is something like this possible or in the road map? I searched the docs and discussions but was unable to find an answer for this. Sorry if it was discussed earlier. Thank you",Q&A,,bruno-berchielli,2022-07-19T15:53:35Z,2023-09-14T13:12:21Z,5,"Hey @bruno-berchielli ! thanks so much 😊 We haven't built embedding using Lightdash yet, but it's on our roadmap (you can see the public roadmap here ). We're actually thinking about better reporting + sharing in Lightdash this quarter, so this issue definitely fits in there - so I'd give an estimate of having something available to users in the next 3-4 months? Is there another tool where the embedding functionality just worked for you? (I'd love to hear about it 👀) This was one of the approaches a user suggested - is this missing any important features for you? || Hello @TuringLovesDeathMetal Thank you so much for this great answer! That's great to hear, I really think this could be an awesome addition to Lightdash and would be happy to be the one of the first to try it out in the real world. Currently we are using Google Data Studio as a embbed solution. It's very limited in the embbed functionality. But the main reason that we are moving away of it is because it experiencing contant downtimes. We decided to go with something open source that we can contribute with and also to host in our own servers. Recently we tried Metabase. The embbed functionality allows for passing query params that are applied directly to the SQL queries, witch is great. Also, it allows for generation of authenticated links for embbed through the back-end, while Google Data || Hi @TuringLovesDeathMetal , I second @bruno-berchielli as we have the exact same use case. Happy to test it out too! || Is there any update on this feature? I dont see it in the public roadmap. Thanks. || Hi @TuringLovesDeathMetal & @owlas ! I asked one of our UX folks at my current employer for thoughts on what good embedding would look like and one of the things they said which would be important in making an embedded product work well is ... customizable fonts (and UI elements like drop downs). I hadn't considered fonts to be related to embedding, but... maybe, it is. If the embedded product could inherit styling (fonts, colors, etc) from the host website either through manual configuration or (ideally) something automated, would be a huge leg up for Lightdash in an embedded use case over its competitors. I'm not sure if this is easy to do in iframes, and I'm not sure if there are non-iframe alternatives which would make this easy (a very cursory glance at echarts docs suggest css inheri",ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,medium,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,6815,https://github.com/lightdash/lightdash/discussions/6815,Relationships between Charts and Dashboards · lightdash/lightdash · Discussion #6815 · GitHub,"Hi, is there any way to access the relationship between Charts and Dashboards using the Lightdash API? Like for instance say I have a dashboard called dash , which displays the following charts: chart-1 and chart-2 . Is there any way I can utilize the API such that it correctly returns me the information that chart-1 and chart-2 are being utilized by dash ?",Q&A,,gauthk6,2023-08-18T17:44:41Z,2023-08-22T16:50:58Z,2,"Hello @gauthk6 ! We do have this API, it's not yet part of the publicly publicly documented API, but I filed a ticket to clean annotate and document it: #6840 If you'd like to try it out before the documentation is ready, you are welcome to. The call pattern looks like api/v1/dashboards/ And you will get a response that includes a tiles object which has all the charts. Does that seem like it will work for you? || That's perfect, thanks!",ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,medium,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,6181,https://github.com/lightdash/lightdash/discussions/6181,Query from API · lightdash/lightdash · Discussion #6181 · GitHub,"Hi Team, I am confused by the documentation regarding running a query from API https://docs.lightdash.com/api/v1/#tag/Exploring/operation/postRunQuery Say I have a Lightdash and there is a table called products. From the UI, I run the SQL command ""Select codes from products"" Which returns 1 column with all of the product codes. How do I run this from the API?",Q&A,,runa-danishdin,2023-07-06T15:58:39Z,2023-07-17T11:45:08Z,2,"Hey @runa-danishdin you can run a raw sql query by posting to this endpoint, this was missing from the documentation, which I've fixed on this PR: #6296 POST /api/v1/projects/{projectUuid}/sqlQuery { ""sql"": ""select codes from products"" } || Hey @runa-danishdin this is fixed now btw: #6296",ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,weak,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,4362,https://github.com/lightdash/lightdash/discussions/4362,Data Quality in Explore · lightdash/lightdash · Discussion #4362 · GitHub,Is there a way to represent data quality in the explore views? I see they are working on freshness but dbt tests pass/fail statistics would be helpful too. Maybe I'm not asking the right question or this already exists?,Q&A,,richardphi1618,2023-02-01T16:36:47Z,2023-02-02T17:49:28Z,1,Hi @richardphi1618 - I think we could include something here for sure. One simple way would be to include the dbt tests as part of the compile process when using the Lightdash CLI tool . That way you'd know before you update Lightdash what's working and what isn't. Would that potentially work? Also tagging @owlas to add some thoughts too!,ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,weak,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,3893,https://github.com/lightdash/lightdash/discussions/3893,Create dbt exposures from Dashboards · lightdash/lightdash · Discussion #3893 · GitHub,"Would be cool if the dbt integration would also work ""backwards"" as it does Preset does Alternatively adding the menu item Export exposure.yml in the Lightdash UI would be also a decent solution for non-technical analysts. Expected output would be some pre-filled boilerplate. name, owner, url, models etc. could be easily extracted I guess What do you think?",Ideas,,timhiebenthal,2022-12-01T17:49:41Z,2023-01-03T15:48:27Z,5,"oooh neat idea! This is kind of similar to #369 (which is a big ole issue that probably has a lot of sub-issues). @timhiebenthal do you imagine that you'd be able to ""sync"" these two things? Or would it just be kind of a one-off export feature? || I guess it depends a bit on who the user is As a rather technical Analytics Engineer: I think adding it to the existing schema-generation flow might make sense from a workflow perspective https://docs.lightdash.com/guides/cli/how-to-auto-generate-schema-files Ideally I would create or adjust dashboards in the UI, hit a command (or having it part of the CI/CD) generating a new or modify the existing exposure.yml As the business analyst who builds dashboards but usually does do any coding it might be rather part of my workflow to download this .yml-File from the UI after creating a new dashboard But the goal is similar: I want up-to-date exposure.ymls in my dbt docs with the least effort possible; so I don't see this as a one-off export || Cool, makes sense. So: it should be synced. And you should be able to sync this either from the UI or from the command line. Is that a fair summary? || Exactly, yeah :) || @TuringLovesDeathMetal fyi I opened an issue for this feature #4062 . feel free to add more information/requirements there :)",ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,medium,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,4061,https://github.com/lightdash/lightdash/discussions/4061,Care to explain what dbt mean in README ? · lightdash/lightdash · Discussion #4061 · GitHub,"Sorry if this noob, but there are alot dbt in README, have no idea what dose that mean.",Q&A,,wenerme,2022-12-28T16:57:51Z,2023-01-03T11:01:17Z,1,"Hi @wenerme 👋 dbt is a data transformation tool. To use Lightdash, you need to be using dbt as your data transformation layer. If you're not familiar with dbt, I'd recommend checking out dbt's getting started guide here: https://docs.getdbt.com/tutorial/setting-up 🙂",ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,weak,medium,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1488,https://github.com/lightdash/lightdash/discussions/1488,What would you like to see us build next? · lightdash/lightdash · Discussion #1488 · GitHub,"We want to hear your ideas 💡 Tell us what you'd love to see us build at Lightdash! Your ideas don't need to be polished. We just want to know how you'd finish this sentence: Wouldn't it be cool if Lightdash... Check out what other folks have written below. If you like someone's idea, give it an upvote 😊",Ideas,,TuringLovesDeathMetal,2022-03-02T15:09:00Z,2022-12-05T10:42:20Z,23,"Wouldn't it be cool if Lightdash let you embed your charts in Notion/Google Slides/Google docs. And when the chart updated, it also updated in the embedded image || Those may be two different things, one that Lightdash could provide, and one that requires the integration to do. It would be great if there was a URL for a visualization that was constant (/MAU_6months.svg) that always returned the updated data, enabling a standard publish/subscribe model. || Wouldn't it be cool if Lightdash let you create a color palette and set fonts so that charts and dashboards could fit with company branding A small thing but, in some places, critical to adoption! || This is really essential! || #1572 🙌 || Also some simple fonts or spacing would go a long way. || A suggestion would be to have scripting funtionality in a dashboard, like a JS extension. The required corporate colour template could be scripted it. Something like var colors = [ '#4F2170', '#E18719', ...... ] dashboard.on('initialized', function(dashboard, ev) { activeDashboard.style.setPalette(colors, true); ..... } A caveat is that the user setting the template would require knowledge of JS but a solution would be to provide a scripting template. The user would then only need to change the colours as required. || Wouldn't it be cool, if I could define my charts and dashboards by using config code? || oooh! @deepskydata we have a similar-ish issue open here: #369 But it's more about writing content into code (rather than writing code, and seeing content). But I feel like they go really hand-in-hand. Would love to hear any thoughts you might have on it! || A Pulumi provider for dashboards would be fun 😀",ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,medium,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1176,https://github.com/lightdash/lightdash/discussions/1176,Chart config improvements: what would you like to see? · lightdash/lightdash · Discussion #1176 · GitHub,"Charts are a really important part of Lightdash, and we know they could use a little love ❤️‍🔥 So, we'd love to hear it from you: What chart configurations are missing from Lightdash? ( here's the list of issues we have logged right now ) --> Have general feedback about the chart configurations? pop them in a comment! --> want to suggest a chart type that we're missing? Check out this discussion instead. --> Have a few minutes to answer some questions? Check out our questions below and stick your answers in a comment. We really appreciate your help! 🤗 ❓ Some questions we have for you: How often do you use the default chart configurations in your BI tool? (or in Lightdash) In the last chart you built, what configurations did you apply? Was there anything missing/configurations that you couldn't do that you wish you could have done?",Ideas,,TuringLovesDeathMetal,2022-01-19T14:22:50Z,2022-11-01T19:49:56Z,3,"Generally it would be good to configure each series on the chart independently: diff chart type, additional y axes, manual colour choice, possibly different legends per series. || all great suggestions! || I'd like to be able to put the value of a data point above it on the visualization - like on a bar chart, show count or other metric on top of the bar for that x axis value.",ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,medium,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,3408,https://github.com/lightdash/lightdash/discussions/3408,Can I move a dashboard between projects? · lightdash/lightdash · Discussion #3408 · GitHub,"I generally test and build my dashboards on development branch (and project), then once the code is merged to production, find that I need to re-build the dashboard. Is there a way to move it to the production project when done?",Q&A,,risafangs,2022-10-05T16:49:19Z,2022-10-11T12:19:42Z,3,"There is a way - but it’s not pretty. We can use the Lightdash API directly, we can basically scrape all the charts from the dev project and recreate them in the prod project We have an open issue for being able to move things between projects more easily here - would love to hear your thoughts on it! 😊 : #3014 What's the reason for building dashboards + charts in development first? Is it to test them out? Or is it because you're waiting for the data to get into production? Or is it some other reason? || You basically nailed the reason - the data is pretty new/fast-changing/spotty and I am testing first. Generally speaking, since production is tied to the main/master branch, I would probably be testing anything new on dev branches anyway, so I imagine this would continue to be an issue with in-development models even after the data is more established. || cool - makes sense. Testing first seems to be the most common use case for people (which is good to know when we consider how we'll build this 👀 ). for now though, it's only available through this hacky API approach. If you emoji-vote on the issue I posted above, I'm pretty sure you'll get updated on its progress!",ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,medium,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,2560,https://github.com/lightdash/lightdash/discussions/2560,Can I set the order that string values are shown in a visualization? · lightdash/lightdash · Discussion #2560 · GitHub,"I have a simple Salesforce bar chart with counts of opportunities on the Y axis and the Salesforce stage on the X axis - things like Qualifying , Needs Analysis , Negotiating , Closed Won , etc. Would love to show them in pipeline stage order instead of descending by count. Is this possible to specify, or should do I need to do something like add a case statement to the SQL that numbers the stages? (eg case when Qualifying then '0 Qualifying' when Needs Analysis then '1 Needs Analysis' etc.",Q&A,,risafangs,2022-06-24T21:28:27Z,2022-06-28T08:43:49Z,3,"Hi @risafangs - yes, you'd need to add something like a case statement to the SQL that numbers the stages for now. This is a really interesting question though! Typically, a funnel chart would only ever decrease as you went through steps, but I'm assuming your chart doesn't? 🤔 Out of interest, is there any other app you've used where you've been able to override the ordering in a funnel so it doesn't just order by decreasing size? Would love to see how other folks have done it! || The Salesforce data usually only includes the ""current"" stage of the opportunity (vs multiple entries as one record goes through all the stages), so I can't rely on it to self-order. I'm thinking about graphing in pandas/seaborn where you can specify the order of values in your visualizations. || Ah, makes sense. hmmm, that's a bit annoying that they don't give you multiple entries per record. But yes, either adding a case statement to append numbers to your steps and using Lightdash, or using pandas/seaborn where you can manually define the ordering might be the best options!",ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,medium,weak,medium,weak,medium
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1156,https://github.com/lightdash/lightdash/discussions/1156,Make it easier to get started with Lightdash · lightdash/lightdash · Discussion #1156 · GitHub,"💡 What’s the idea? Currently this is more of a problem than a solution. It's very difficult to get started with Lightdash, especially if you have a bare-bones dbt project. Some areas of pain: The app forces you to connect to dbt successfully and compile your project before you can get any value out of Lightdash. Issues we've had is if people want to try Lightdash but have forgotten to fix something in dbt. Maybe they haven't upgraded to dbt 1.0.0 yet. The app gives very little content if you don't have dbt models. Many users have connected Lightdash to dbt but are only just getting started, they don't see any explores and the sql runner shows no tables in their warehouse. It's not possible to create a simple chart. Lightdash forces users to document dimensions in schema.yml files, even though a large proportion of new users don't bother documenting all the dimensions they'd like to access in Lightdash. There are a few paths to improvement here: Loosen restrictions on dbt project to get value for Lightdash. Allow user's to signup and create org before successfully compiling dbt. Allow user's to build charts from raw queries. We already have pre-defined metrics, these could be smarter, offering suggested metrics and queries for simple cases like a table that's been detected as containing users Some suggestions on the home page about ways to get started, including deep links into the starting place in the app. The onboarding screen currently ejects users from the app We could help users to generate dbt schemas / Lightdash meta using the app, so if you've only just got started with dbt, we can help document your models quicker 🧭 How will this move the needle on our key metric(s)? I think this well greatly reduce frustration by giving users value (seeing available data to query and creating charts) without restricting them to successfully connecting a warehouse AND dbt AND have dbt compile AND have no Lightdash meta errors. 🧮 How will we measure if this is successful? Improved onboarding/activation 🧘 Do we need to build confidence in this idea before we build it? 📝 What’s the rough overview of work required to ship this? ⏭ What are the next steps? ❓ What questions do we have for our users/community? 😎 Any other notes/comments/important info",Ideas,,owlas,2022-01-17T14:05:20Z,2022-01-17T16:56:16Z,1,"From our conversation @ZeRego - we should give users the option of adding a demo project when they sign up @nathaliabj - this doesn't have to be multiple projects, could replace an existing project @hamzahc1 @TuringLovesDeathMetal - provide more 1:1 support to users rather than suggesting automatic metrics that might just be wrong @TuringLovesDeathMetal - provide button to create schema.yml files from the Lightdash UI and add to dbt project @hamzahc1 - ability to create charts in sql runner",ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,medium,weak,medium,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1728,https://github.com/lightdash/lightdash/discussions/1728,Self signed certificate connection error · lightdash/lightdash · Discussion #1728 · GitHub,"Hi, I've just downloaded Lightdash to give it a test drive, and after successfully installing (on my macbook pro) I've hit a snag when setting up connections to git & Postgres. I've got a private git repo with a dbt project deployed to it (produced using dbt cloud), so I've followed the instructions in the Lightdash docs to create a Personal Access Token (PAT) and provided those details along with the repo location details. I've then added my connection details for a Postgres data warehouse (RDS instance in AWS). When I click the button to test & save the connection I get the following error: ""There was an error getting connected self signed certificate in certificate chain"" I'm not sure whether this is pointing towards a problem with my git setup or the database connection setup. Any ideas? Thanks Scott",Q&A,,huck2007,2022-04-10T09:13:45Z,2022-05-04T17:21:09Z,3,"Hey @huck2007 ! I think this is an error with Lightdash not providing the correct AWS certificates needed to connect to postgres (RDS) on AWS. Let me look into this, we already have a solution for redshift, I imagine this is similar. Are you still having this problem? || Tracking this as an issue here: #1816 || @huck2007 What if you use the redshift form instead of the postgres form ? the only difference in our code between those two is that we add the amazon certificate 🤔 so it might work",ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,weak,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1878,https://github.com/lightdash/lightdash/discussions/1878,2022/04/25 Did you hear about the mathematician who’s afraid of negative numbers? · lightdash/lightdash · Discussion #1878 · GitHub,"Did you hear about the mathematician who’s afraid of negative numbers? He'll stop at nothing to avoid them. 💀 Be forever enlightened ⚡ If you're just itching to find out we’re shipping in between these roundups, the wait is over! We present to you the Lightdash changelog! You’ll be notified of any changes through the app itself - never miss an update again! We've shipped far too many fixes & improvements to mention here, so do check it out for a full breakdown. In the meantime though, here are some highlights that the Lightdash team have been loving: Improved management of charts & dashboards 📊 Charts and dashboards now show when the chart was updated and the person that most recently updated it. Try not to be too mean when you blame somebody for that broken dashboard. You can now take somebody else's chart or dashboard and duplicate it. It's always better to start with something rather than nothing. New formatting options 💲 One of our most requested features was to represent numbers such as $1.23 or 73.5% , this is now possible using the new round and format options in your metric definitions. Try adding format and round to your metrics or check the docs! Customisable colour palettes 🎨 Say goodbye to copying and pasting hex codes in every single time you want to customise a chart. You can now set a default chart colour palette by specifying hex colours in the Appearance tab under Settings . Always stay on-brand! Company updates Metrics and the Modern Data Stack 📊 Catch CTO Oliver at the Metrics Store Summit where he will be on a panel of experts discussing how the metrics layer will impact analyst workflows, both in the short term and the future! We're nearly members of the 1k club 🤩 We're so close to reaching 1000 stars on our repo! If you haven't already, support us on GitHub - we'll plant a tree for every star. Much love from the Lightdash Team. ❤️",,,PriPatel,2022-04-22T17:35:20Z,2022-04-22T17:35:20Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,medium,weak,weak,medium,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1604,https://github.com/lightdash/lightdash/discussions/1604,2022/03/29 Roundup - How do you feed a distributed data team? · lightdash/lightdash · Discussion #1604 · GitHub,"...with meshed podatoes 👀 Get caught up on demo week If you missed our celebration of all things Lightdash , we've got you covered. Our new blog is crammed with content showcasing the latest Lightdash features and some stories from our personal and company journey. Here's some highlights: Katie shared her journey to working in product and also how we do product planning at Lightdash , including resources to run your own product sprint. Oliver shares a glimpse into Lightdash's origin story and how to build your first dbt metric . Read the blog for more. 👨‍💻Build your dev environment in Lightdash Our most requested feature! We've just dropped a bunch of new features in version 0.35.0 that enable you to setup your own dev environment: Support for multiple projects in Lightdash Support for custom dbt environment variables The recommended development workflow: Create a new project in Lightdash called “Dev” Connect your new project to a development branch (anything but main !) on github Configure your dbt settings to point to your dev schema Start developing and pushing to your dev branch!!! Merge your changes to main and then refresh your main Lightdash project. Congratulations!!! You just developed metrics in real-time in Lightdash without affecting prod. Damn it feels good! 🤝 We're looking for design partners Fanatical about Lightdash and want to help build the future of BI? We're looking for companies to join our community of design partners. In exchange for feedback, you get access to the Lightdash Team and exclusive swag. Reach out to hamzah@lightdash.com before the end of the week.",,,owlas,2022-03-29T10:44:33Z,2022-03-29T10:44:33Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,weak,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1593,https://github.com/lightdash/lightdash/discussions/1593,reset password · lightdash/lightdash · Discussion #1593 · GitHub,"I cannot login to my personal installation anymore, password manager somehow gives wrong password. Any way to reset or recover it?",Q&A,,jaakla,2022-03-28T13:52:31Z,2022-03-28T17:42:02Z,4,"Hey @jaakla ! Are you on a self-hosted or cloud version of Lightdash? || ah, just re-read ""personal installation"", so I'm assuming that means self-hosted? || Hi @jaakla How to override user password Open bash terminal for the docker Lightdash container Override user password with this command ""> cd ./packages/backend && node ./dist/overrideUserPassword.js We recommended adding the SMTP environment variables so Lightdash can display a “Recover forgotten password” button in the login page and send emails to reset password. Let us know if these instructions are clear and if they worked :) || Just updated the docs with these instructions! you can find them here (in ~ 1hr when we re-deploy): https://docs.lightdash.com/guides/how-to-reset-your-password :)",ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,weak,weak,medium,weak,medium
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1552,https://github.com/lightdash/lightdash/discussions/1552,Public Roadmap · lightdash/lightdash · Discussion #1552 · GitHub,"Hey guys, been following the project for a while now! It's really shaping up 💪 ⭐ Do you have a public roadmap we can follow?",General,,csoare7,2022-03-11T21:16:40Z,2022-03-21T13:58:50Z,1,"Hey @csoare7 ! Sorry for the late reply - we were at an offsite all last week, so a bit unplugged 🧘‍♀️ Short answer: We used to, but we don't anymore. Long answer: We're still in really early stages as a company (only 11 months in!) and we found that our roadmap kept becoming pretty irrelevant, pretty quickly. It's hard to know what we're going to be building in the next 6 weeks, let alone the next 6 months. So, we ditched the long-term product roadmap. (We actually wrote a blog post about it here ) But, we make a conscious effort to keep everything we're working on in GitHub and we build things that our users want/need! So you can scroll through some of the issues - if something is missing, please add it in :) Would be interested to know though: if we had a public roadmap, what would you ",ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,weak,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1524,https://github.com/lightdash/lightdash/discussions/1524,Our first demo week! Thoughts? · lightdash/lightdash · Discussion #1524 · GitHub,Welcome to our first ever Demo Week ! Demo week is all about showcasing the latest features in Lightdash and getting them in to your hands. We also want to use the opportunity to share some of what happens behind the scenes at Lightdash while we build the future of BI. Priyanka wrote all about the philosophy behind demo week in our first post on our blog . We've got some great announcements coming up including: Filters in Lightdash The art of creating charts! The inside scoop on product planning at Lightdash Our focus on our developer experience I'd love to get your thoughts on demo week: Is this an effective way to share the latest Lightdash features? How would you prefer to be notified about Lightdash features in the future? What would you like us to work on next?! You can suggest and vote for new features right now!,General,,owlas,2022-03-08T13:23:34Z,2022-03-08T13:23:34Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,medium,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1493,https://github.com/lightdash/lightdash/discussions/1493,🗣 Using Lightdash and have some feedback? Add it here! · lightdash/lightdash · Discussion #1493 · GitHub,"We'd love to hear what you have to say 👂 If you've just started playing around with Lightdash, or you're testing out a new feature we just released, or you just find something really frustrating about the user experience, we want to hear about it! Feel free to add a comment below. 👇 Or, if you're happy talking to us IRL, we'd love to hear more about your experience using Lightdash (well, sort of IRL - through a webcam. But it's close enough 😉). Feel free to pop some time into the calendar here when you're available!",General,,TuringLovesDeathMetal,2022-03-03T14:32:15Z,2022-03-03T14:32:15Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,weak,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1435,https://github.com/lightdash/lightdash/discussions/1435,2020/02/22 Roundup - My kids are very optimistic... · lightdash/lightdash · Discussion #1435 · GitHub,"My kids are very optimistic... every glass they leave sitting around the house is at least half full 😄 🚀 Product updates 📊 Dashboard Dashboards can now have saved filters Add dashboard filter straight from your charts 🚰 Filters You can now add filters directly from the results table. Just right click on the value you want to filter by, and it will automatically get added to your filters! String filters have suggestions when possible 🔧 Project configuration Added Azure DevOps option for dbt projects Support Github enterprise connections Support ra3 node option to redshift dbt profiles 🧑‍🤝‍🧑 Community + Team Updates Lightdash university it's here! We'll be rolling more lessons out very soon! 🥳 Did matty_twoshoes figure out how to measure love using dbt + Lightdash ? 💌 🤔 You can find out in his Twitch steam 💞 Get involved Don’t watch from the sidelines, help us build the future of BI. We’ve got something for everybody: Show us some open-source love and star the repo on GitHub Give product feedback by signing up for the Lightdash cloud deal Become a contributor, you can now spin up a development environment with 1-click. Check our contributing guide Request a feature by opening an issue on GitHub Much love from the Lightdash Team. ❤️",,,ZeRego,2022-02-22T15:43:34Z,2022-02-22T15:43:34Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,medium,weak,weak,weak,weak
github_discussions_lightdash_single_repo_pilot,lightdash/lightdash,1357,https://github.com/lightdash/lightdash/discussions/1357,2022/02/11 Roundup - Can you describe the perfect date? 🥰 · lightdash/lightdash · Discussion #1357 · GitHub,"Can you describe the perfect date?... YYYYMMDD 🥁💀 🚀 Product Updates 📈 New visualisation types: Big Number and Table Our community voted and we listened! You can now display metrics as a Big Number on your dashboard or see your results as a table. Get voting for the next visualisation type here You can select these new viz types (and any others!) from the Charts tab when you're in Explore mode 🚰 You can now filter dashboards I could tell you more about it... or just show you Psst even better, you can just share the URL for the dashboard with your team, and it'll share the filtered dashboard! 📆 We added dynamic date filters (i.e. in the past 7 days) You can filter by days, weeks, months, years, hours, minutes, seconds.... milliseconds(no really, you can!) 😮 Even more upgrades to filters We've added autocomplete to filters to make it easier to find what you're looking for You can now set filters to check for ALL or ANY (AND + OR) conditions You can now filter by metrics too 🧑‍🤝‍🧑 Community + Team Updates We're launching Lightdash University! There'll be more of a fanfare launch soon, but Lightdash University is our home of best practice resources on all things BI (and Lightdash!). We're kicking it off with the first theme on How to Build Great Dashboards with our first video tutorial on what questions you need to answer when planning on building a dashboard! Oliver spoke at the BAD Meetup about building Open Source vs SaaS for software, our favourite quote: ""The open source meteor 💥 is coming"" Mark from Rittman Analytics wrote a blog post walking through his implementation of Lightdash with dbt and BigQuery. We love this sort of review, it helps us understand how our community wants us to develop Lightdash NFT time! As promised , we'll be airdropping a Lightdash NFT for our GitHub stargazers over the coming weeks. More details in the next round up! 💞 Get involved Don’t watch from the sidelines, help us build the future of BI. We’ve got something for everybody: Show us some open-source love and star the repo on GitHub and we'll plant a tree on your behalf 🌲 Give product feedback by signing up for the Lightdash cloud deal Become a contributor, you can now spin up a development environment with 1-click. Check our contributing guide Request a feature by opening an issue on GitHub Much love from the Lightdash Team. ❤️",,,hamzahc1,2022-02-11T16:21:46Z,2022-02-11T16:21:46Z,0,,ok,public_html,2026-04-26T13:59:50.646550+00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,medium,weak,weak,weak,weak
