episode_id,source,source_slice_name,current_source_slice_category,reviewed_slice_category,business_context_present,technical_support_context_present,denominator_eligibility_category,persona_core_eligible,likely_persona_contribution,reason,text_excerpt
google_developer_forums::107482::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.",Hi @Anakeen94 As a test you may try to import your Google Ads data into windsor.ai account and export it into BigQuery. windsor.ai Google Ads.png 829×369 46.9 KB Hi @Anakeen94 It looks like you’re experiencing a common issue where the data from Google Ads and BigQuery doesn’t...
google_developer_forums::158569::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.","GA4>BQ streaming export, users_ table missing rows Hi there, Until June 18 - streaming export creates events_, pseudo- and users_ tables as intended, no difference in user_ids count between events_ and users_. June 18 - trial ends, project goes into sandbox mode. Since we acti..."
google_developer_forums::113849::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,False,ambiguous_review_bucket,False,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.","Schedule Delivery not working Hello, I’m using schedule deliveries to send looks and dashboards to Slack. Some of the times, instead of receiving the Slack delivery, I receive an email with the message “ERROR: prepared statement “S_2” already exis… Hello, I’m using schedule de..."
google_developer_forums::178423::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,mixed_keep,True,False,ambiguous_review_bucket,False,persona_01/persona_04 adjacent,Google row stays mixed because it is report-delivery/UI oriented but not cleanly strong evidence or clean debt.,"Data selector for Google Ads does not work Hi, since yesterday (well yesterday I noticed) the data selector for Google Ads is not working anymore in some of my Looker Studio Report. In others and the same user it’s working. I noticed this not only with one user… Hi, since yest..."
google_developer_forums::280639::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,False,ambiguous_review_bucket,False,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.","Google Ads calls conversion are different from the ones imported on Looker Studio Hi, I created a Looker Studio dashboard to display Google Ads performances. I used “phone calls” as a metric but it turns out the number of phone calls displayed on Looker Studio is 2-3 times hig..."
google_developer_forums::188230::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.",Looker Studio Not Working: Google Workspace After February 2025 we started to realize (maybe because of a Pro Upgrade needed) where my organization keeps an organizational shared Google Sheet in a Shared Drive containing data that is used with LookerStudio to represent data. A...
google_developer_forums::166438::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,mixed_keep,True,False,ambiguous_review_bucket,False,persona_01/persona_04 adjacent,Google row stays mixed because it is report-delivery/UI oriented but not cleanly strong evidence or clean debt.,"How can I create a dashboard with a drop down to choose different website data? Hello, I need help to create a dashboard that shows data from 5 different websites. I don’t want to blend the information. I just want to have a dropdown at the top to choose the website and I want..."
google_developer_forums::168099::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.","GCP billing in Bigquery Hi, I have a GCP billing in Bigquery (Standard Data Export). I want to create a new table in Bigquery based on that billing. The table should be daily updated and that means I need to understand how Standard Data Export is created. I’ve noticed that it..."
google_developer_forums::114572::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,mixed_keep,True,False,ambiguous_review_bucket,False,persona_01/persona_04 adjacent,Google row stays mixed because it is report-delivery/UI oriented but not cleanly strong evidence or clean debt.,"Can you update looks based on user input through dashboard? Hi, I have the following use case: I want to create a look which comparing the customer budget against his spending. The problem is, that each customer have different budget, so I want to let the user to input his own..."
google_developer_forums::353073::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,False,ambiguous_review_bucket,False,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.","[Improvement] Scheduling to Slack I would like to be able to send more rich-content type of messages to Slack. The HTML delivery is delivered as html file, therefore not very usable. I need to have a useful delivery that would present data in a meaningful and visually-pleasing..."
google_developer_forums::165995::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,mixed_keep,True,False,ambiguous_review_bucket,False,persona_01/persona_04 adjacent,Google row stays mixed because it is report-delivery/UI oriented but not cleanly strong evidence or clean debt.,"Looker Studio PDF download not working at all I have been trying to download PDF for multiple-pages report (8 pages out of total 16 pages) since Friday 06/09/2024 , it never lets me download the PDFs, I’ve tried tens of times, different browsers, different pages, re… I have be..."
google_developer_forums::188936::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,mixed_keep,False,False,ambiguous_review_bucket,False,unlikely,Google row stays mixed because it is report-delivery/UI oriented but not cleanly strong evidence or clean debt.,"Fixed-size list control not working in responsive layout Content: Hi, I encountered a strange issue with the fixed-size list control in Looker Studio. In edit mode , the search bar within the fixed-size list works fine — I can click it and type search queries. However, in view..."
google_developer_forums::101551::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.",Export Dialogflow CX agent data to BigQuery via Agent Settings ... is not working I believe I have followed the instructions properly: I have created a bigquery instance in the same project as my Dialogflow project I created a dataset in that project I used the SQL command to...
google_developer_forums::113791::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.","URL not showing in scheduled report (PDT format) I have a dashboard tile that has a URL link on one of the fields. When I schedule the dashboard to be delivered as PDF, the URL link does not show. Any idea why / how to make that work I have a dashboard tile that has a URL link..."
google_developer_forums::113770::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.","Add Hours (Sum) Hi, I’m building a dashboard where I export the hours data. I’m working with Google Cloud BigQuery to Looker, but when i try to sum the hours i got an error. With I take the data on format time, they can’t sum, because Looker recognizes time like string. If I s..."
google_developer_forums::120310::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,mixed_keep,True,False,ambiguous_review_bucket,False,persona_01/persona_04 adjacent,Google row stays mixed because it is report-delivery/UI oriented but not cleanly strong evidence or clean debt.,"How to visualize the Dashboard Folder Location for User Activity Charts Hello! I’m trying to measure adoption of users of Looker using the History Explore, available by default in Looker. Our Dashboards are very well organized in different Folders that represent the names of t..."
google_developer_forums::114839::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,mixed_keep,True,False,ambiguous_review_bucket,False,persona_01/persona_04 adjacent,Google row stays mixed because it is report-delivery/UI oriented but not cleanly strong evidence or clean debt.,Can we use multiple connection in model Current scenario: Using single connection Multiple tables are joined in explore in the model file to make a look/dashboard. Need assistance for: As part of migration We are migrating the few tables to different sourc… Current scenario: U...
google_developer_forums::159956::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,mixed_keep,True,False,ambiguous_review_bucket,False,persona_01/persona_04 adjacent,Google row stays mixed because it is report-delivery/UI oriented but not cleanly strong evidence or clean debt.,"Look-linked tiles Hi everyone, Does anyone have a workaround for the Look-linked tiles behaviour that the Look and the dashboard must be in the same folder in order to be linked to the dashboard? Also this is for Looker folks why Looks …"
google_developer_forums::296433::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,ambiguous_review_needed,True,True,persona_core_evidence,True,possible persona_01/persona_04,Google row mixes delivery/reporting pain with technical setup or query behavior and needs finer sub-slice rules.,"🚨 Vega-Lite Charts Not Rendering When Reports Are Embedded Outside Looker Studio Hello Looker Studio Team, I hope you are doing well. I’m reporting a critical issue affecting Vega-Lite charts in Looker Studio. This problem started recently and is impacting all reports that use..."
google_developer_forums::161966::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.","Comparison fields formatted differently Hello everyone, I am experiencing display errors in my Looker Studio reportings for the past one to two weeks. Specifically, the comparison fields seem to be formatted differently after an update. The metrics no longer fit next to the ar..."
google_developer_forums::113828::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,debt_producing,False,True,setup_auth_permission_noise,False,unlikely,Google mixed row is mostly auth/API/server/formula troubleshooting rather than durable reporting evidence.,"Using EmbedSDK with custom auth/login flow I’m having issues getting my head around the auth flow here. My flow is that I create a Looker user through the 4.0 Javascript SDK, and that’s all fine. I initialise the SDK on my server side (AWS Lambdas) using LOOKERSDK_CLIENT_ID an..."
google_developer_forums::130193::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,mixed_keep,True,False,ambiguous_review_bucket,False,persona_01/persona_04 adjacent,Google row stays mixed because it is report-delivery/UI oriented but not cleanly strong evidence or clean debt.,"Make different dashboard comunicate Hello, I have created 3 dashboards as shown in the picture: I would like to have the ability to click on a field within a view that transports me to the second dashboard and filters for the indicated field. How I ca… Hello, I have created 3..."
google_developer_forums::156233::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,ambiguous_review_needed,True,True,persona_core_evidence,True,possible persona_01/persona_04,Google row mixes delivery/reporting pain with technical setup or query behavior and needs finer sub-slice rules.,"looker api downlaod dashboard how to We are wanting to download a looker dashboard straight to a local machine. I have this code that I think I’m suppose to use, we are bit of a noob at python and I don’t really understand where I’m supposed to put my dashboard ID and filters..."
google_developer_forums::191490::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,ambiguous_review_needed,True,True,persona_core_evidence,True,possible persona_01/persona_04,Google row mixes delivery/reporting pain with technical setup or query behavior and needs finer sub-slice rules.,"Google Search Console data export is missing after June 3rd Hello, Is there any issue with Google Search Console data? Both the API to download search impressions and clicks AND the data export to BigQuery do not output data after June 3rd for us. I tried to look for known dat..."
google_developer_forums::157029::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,True,persona_core_evidence,True,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.","Chart configurations lost Hey guys, I could really use some help with this mess. A client had 2 different GA4 reports in Looker. Since I couldn’t find the most up to date GA4 dimensions in Report A, I asked the client to Reconnect the data source. We had both been getting some..."
google_developer_forums::113985::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.","Adding Multiple Instances of an Extended Dashboard within a Single Dashboard I am working on a dashboard (let’s call it alpha) that is using one report (daily_values), multiple times, but with different filters. I am also working on a separate dashboard (beta) that is housing..."
google_developer_forums::178432::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.","Intermittent System Error When Downloading Dashboard PDFs & Cron Job Issues Hello Looker Community, We are experiencing an intermittent issue when attempting to download PDF versions of dashboards in Looker Studio. Occasionally, we receive a system error while trying to downlo..."
google_developer_forums::186305::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.","GSC to BQ bulk export not working? I’ve had the bulk export from Search Console to BigQuery setup since over a year and it has been working without problems. Now, no data has come in since April 5. I haven’t changed anything myself so I am wondering if … I’ve had the bulk expo..."
google_developer_forums::115824::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,False,ambiguous_review_bucket,False,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.","Is this a bug on Visualization ? In Looker while i created a report adding Dim & Measures , the graph stack size are wrong , if you see y axis label you will understand [here labels are in order like 0,261,331,690,868,384,485] , column bar of value 384 is larger than column ha..."
google_developer_forums::113800::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,debt_producing,True,True,syntax_formula_debug_noise,False,unlikely,Google mixed row is mostly auth/API/server/formula troubleshooting rather than durable reporting evidence.,"why is my looker dashboard showing no results - when there are results in explore section Hey folks, I am having an issue whereby there is no results returned from the dashboard, but yet when i went in to explore - I can see the results returned without any error. Anyone have..."
google_developer_forums::189315::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.",Google Analytics data not showing in the summary row As the screenshot shows it. All the metrics whose results appear in the summary row come from a Google Sheets spreadsheet. The three metrics showing zero values are from GA4: Receita GA4 > GA4 Revenue Sessões > Sess… As the...
google_developer_forums::113753::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,False,ambiguous_review_bucket,False,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.","SQL Runner and dashboard function return different visualization I want to add “funnel” visualization to my dashboard. I tested the query and visualization under SQL Runner environment, but as I attempted to add this to my dashboard(or explore environment), the visualization h..."
google_developer_forums::132536::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Google mixed row points to reporting delivery, data mismatch, or dashboard behavior with clear business-use impact.","Missing events_ table in BQ/Firebase link Hello, dear community! I linked Firebase to BQ 9 days ago I use BigQuery streaming export. So far I have only 3 tables in the table list: events_intraday, pseudonymos_users, users. But what about events table? Where is it? I found this..."
google_developer_forums::114450::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,mixed_keep,True,False,ambiguous_review_bucket,False,persona_01/persona_04 adjacent,Google row stays mixed because it is report-delivery/UI oriented but not cleanly strong evidence or clean debt.,"Add new columns to a drill down Hello, I have the following view that I added on a dashboard: When I click on the 671 I see the following data: I would like to add 4 new columns (some from the same table and others from a different table. How I can… Hello, I have the following..."
google_developer_forums::188056::01,google_developer_forums,report_delivery_ui,mixed_evidence_slice,ambiguous_review_needed,True,True,persona_core_evidence,True,possible persona_01/persona_04,Google row mixes delivery/reporting pain with technical setup or query behavior and needs finer sub-slice rules.,"Hi @carlosavendano , Yes, you’re right — Looker currently can’t send multiple dashboards or boards in a single scheduled email . Possible workarounds: Combine the key tiles from all dashboards into one master dashboard and schedule that. Use the Looker API to programmatically..."
adobe_analytics_community::12672::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,diagnostics_only,False,False,ambiguous_review_bucket,False,unlikely,Adobe row does not carry enough stable reporting evidence to support a source-balance rescue.,"Integrating Adobe Analytics Classifications with Customer Journey Analytics Introduction When it comes to integrating your existing Adobe Analytics Classifications to Customer Journey Analytics (CJA), you have two options to consider. The first option is to use the Adobe Analy..."
adobe_analytics_community::91977::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,debt_producing,False,True,api_sdk_debug_noise,False,unlikely,Adobe mixed row is mostly implementation/admin/support debt under closer review.,"List Var value not populating in AEP Web SDK Implementation Hi All, I used to implement list var and capture in app measurement like this but it is not working in similar fashion with AEP Websdk implementation. Can anybody help me here -Issue - Listvar1 values are not populati..."
adobe_analytics_community::92290::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,ambiguous_review_bucket,False,likely persona_01/persona_04,Adobe row is closer to business reporting evidence than technical support once reviewed.,"How to use experimentation Panel in CJA, for Adobe Campaign classic campaigns Hi Team,We are building a report with experimentation panel. I was able to get data from AJO and Adobe Target. Could you please help me understand if experiement is available for Adobe Campaign also,..."
adobe_analytics_community::12718::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Adobe workspace row clearly reflects reporting performance, segment behavior, or stakeholder-facing report use.","Introduction For effective management of Customer Journey Analytics (CJA), especially in the areas of Connections and Data Views, a well-structured, tiered sociotechnical governance process is essential. A comprehensive CJA governance framework ensures the reliability and rele..."
adobe_analytics_community::89470::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,ambiguous_review_bucket,False,likely persona_01/persona_04,Adobe row is closer to business reporting evidence than technical support once reviewed.,"AEM and Analytics integration - Data not reported Hello, after integrating AEM with Analytics I can't see the data in Analysis Workspace. What I'm sending to Analytics is the pageName. I can see that in debugger the pathname is shown in the pageName variable, also, when I use..."
adobe_analytics_community::91393::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,ambiguous_review_bucket,False,likely persona_01/persona_04,"Adobe workspace row clearly reflects reporting performance, segment behavior, or stakeholder-facing report use.","Error message when trying to schedule a reporting Hi everyone, a co-worker experienced an error message about which I couldn't find anything online. She was trying to schedule a workspace reporting as CSV to be delivered to a mail adress outside of the company. She has duplica..."
adobe_analytics_community::91126::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,ambiguous_review_bucket,False,likely persona_01/persona_04,Adobe row is closer to business reporting evidence than technical support once reviewed.,"Segments multiple owners or group ownership We use Adobe Analysis Workspace in our team. We have created multiple segments over this time. The challenge we are facing is that these segments can only be edited/modified by the person who created them.This puts us at a big risk,..."
adobe_analytics_community::90936::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,ambiguous_review_bucket,False,likely persona_01/persona_04,Adobe row is closer to business reporting evidence than technical support once reviewed.,"Seeing the same page in 2 different formats in page visit reports When looking at our page visits in workspace, we see the same page listed twice with different volume of visits e.g.https://domain.co.uk/page/subpageanddomain:page:subpage Looking at the debugger on the page I o..."
adobe_analytics_community::12644::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,diagnostics_only,False,True,ambiguous_review_bucket,False,unlikely,Adobe row does not carry enough stable reporting evidence to support a source-balance rescue.,"Using Observepoint To Scan Your Adobe Analytics Implementation While using the browser’s developer tools or Adobe Experience Cloud Debugger works fine to periodically assess individual web pages, manually testing the entirety of your Adobe Analytics implementation is tedious a..."
adobe_analytics_community::93013::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Adobe workspace row clearly reflects reporting performance, segment behavior, or stakeholder-facing report use.","Downloading more than 400 rows for a freeform with breakdowns? Hi everyone, A use case recently came up in CJA that requires querying unique pairings of two different dimensions for csv download in Workspace; i.e. breaking down each dimension A value by dimension B. Aside from..."
adobe_analytics_community::89369::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,ambiguous_review_bucket,False,likely persona_01/persona_04,Adobe row is closer to business reporting evidence than technical support once reviewed.,"Is it possible to apply transformations to the dimensions in Analysis Workspace? I am using the ""Custom Link"" dimension in my Workspace. This dimension has the name of the clicked link along with some meta-data. Large Product-Refrigerator (category-link) I want to strip the ca..."
adobe_analytics_community::91752::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,debt_producing,True,True,ambiguous_review_bucket,False,unlikely,Adobe mixed row is mostly implementation/admin/support debt under closer review.,"Cannot get datas of workspace reports because of insufficient_access Hi Adobe support team,When I use Adobe Analytics API 2.0 to get a report data, the API reports an error: ""errorCode"": ""insufficient_access"",""errorDescription"": ""User does not have access to this report suite..."
adobe_analytics_community::12609::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,ambiguous_review_bucket,False,likely persona_01/persona_04,Adobe row is closer to business reporting evidence than technical support once reviewed.,"Enhance the Format of Your Dashboards to Increase Clarity Around Data Change the Color Palette of Your Dashboard Changing the color palette may be necessary to ensure the accuracy and inclusion of all data points in your visualizations. For instance, if a color in your palette..."
adobe_analytics_community::92791::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,debt_producing,True,True,ambiguous_review_bucket,False,unlikely,Adobe mixed row is mostly implementation/admin/support debt under closer review.,"how does count number of words used in search term Hi Team,I am using evar1 to capture the search term , client wants to know how many words are used in search term.Is there way in adobe analytics workspace if calculated metrics with any functions will achieve this ask. Or we..."
adobe_analytics_community::2902::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,diagnostics_only,False,False,ambiguous_review_bucket,False,unlikely,Adobe row does not carry enough stable reporting evidence to support a source-balance rescue.,Activity Map by region in Adobe Activity Map We would like to show the clicks data by region in Adobe Activity Map extension but it is not supported.I believe this feature would provide visual layout for users who may not be data person. This would be a user friendly for them....
adobe_analytics_community::92314::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,mixed_keep,True,True,denominator_eligible_business_non_core,False,persona_01/persona_04 adjacent,Adobe row has real reporting context but still carries enough implementation detail to stay mixed.,"Accessing all workspace analytics projects as admin Hi all,Previously, we used to view all projects across the business as admin from components > projects. However, this feature was retired and suggested that it will be available from the landing page. I am still unable to sh..."
adobe_analytics_community::2377::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,debt_producing,True,True,ambiguous_review_bucket,False,unlikely,Adobe mixed row is mostly implementation/admin/support debt under closer review.,"Analytics Workspace > Line Graphs > Select the evar(s) to use for Legend labels to clean up report I'd like the option to choose which eVar's value should appear as a label for a graph (see visual below.) When there are lots of stacked variables or filters applied, the label g..."
adobe_analytics_community::92815::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,mixed_keep,True,True,denominator_eligible_business_non_core,False,persona_01/persona_04 adjacent,Adobe row has real reporting context but still carries enough implementation detail to stay mixed.,"New UI User Experience - ""Open In New Tab"" Not Functional The UX update to the Adobe Analytics Workspace UI has removed functionality to right click ""open in new tab"" for Workspace, Admin, Components, etc in the tool bar. Has anyone else faced this issue? This has been a pain..."
adobe_analytics_community::247998::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,ambiguous_review_bucket,False,likely persona_01/persona_04,Adobe row is closer to business reporting evidence than technical support once reviewed.,"Is it possible to use two dimensions together in rows without using Breakdown in Analysis Workspace? Hi Team,I have a question regarding Analysis Workspace – Freeform Table.I want to understand whether it is possible to use any two dimensions together in Rows without using Bre..."
adobe_analytics_community::1322::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,ambiguous_review_bucket,False,likely persona_01/persona_04,Adobe row is closer to business reporting evidence than technical support once reviewed.,"Text wrap on fallout visualisation In Adobe Analysis Workspace, is it possible to wrap the text in a fallout visualisation? I have edited the text to make the description shorter but in some instances my fallout needs to contain the full page name which tapers off due to the s..."
adobe_analytics_community::90066::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,mixed_keep,True,True,denominator_eligible_business_non_core,False,persona_01/persona_04 adjacent,Adobe row has real reporting context but still carries enough implementation detail to stay mixed.,"Share with anyone only works if the person is product administrator Hi everyone, is it right that the ""Share with anyone"" option in Adobe Workspace only shows up if you have product administrator rights? The option is not toggeled out in the preferences but still only analytic..."
adobe_analytics_community::90457::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Adobe workspace row clearly reflects reporting performance, segment behavior, or stakeholder-facing report use.",Can we not schedule workspace reports quarterly anymore? I remember there used to be an option earlier to schedule reports quarterly via Analytics Workspace.I no longer see that option. Does anyone know a workaround for this? I have certain stakeholders who would like to recei...
adobe_analytics_community::94052::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,ambiguous_review_bucket,False,likely persona_01/persona_04,Adobe row is closer to business reporting evidence than technical support once reviewed.,"How to get real-time data in Analysis - Workspace ? Is this possible ? Hi Experts,Is it possible to get real-time data in Analysis - Workspace ?I know this can be done in Analytics Dashboard. Thanks,PV Hi Experts,Is it possible to get real-time data in Analysis Workspace ?I kn..."
adobe_analytics_community::93546::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,debt_producing,True,True,ambiguous_review_bucket,False,unlikely,Adobe mixed row is mostly implementation/admin/support debt under closer review.,Bulk Data Insertion Api Responsed Positive but No Data Found in Workspace I am trying to insert data in report suit using Bulk Data Insertion API.CSV file content:reportSuiteIDvisitorIDuserAgentPageUrleVar3eVar4prop9timestampbutterflymarketinglimitedbs23-pocfb_campaign_101Mozi...
adobe_analytics_community::92177::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,ambiguous_review_needed,True,True,ambiguous_review_bucket,False,possible persona_01/persona_04,Adobe row blends reporting pain with implementation/admin details and needs finer sub-slice policy.,"Incorrect evar values when broken down with prop in Workspace Hi All,I am facing the below scenario and will need possible solution for this.Scenario:I have two pages. Say Page A and Page B. On page A I have a link which takes me to page B which is a form page. On page A the i..."
adobe_analytics_community::91294::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Adobe workspace row clearly reflects reporting performance, segment behavior, or stakeholder-facing report use.","Can we extract (CSV) more than 400 rows in Adobe Analytics ""Workspace"" ? Hello everyone,I tried to figure how to extract to CSV excel, more than the 400 rows broadcasted in the Workspace display tables in Adobe Analytics. The thing is, I can't go more than 400 rows...Concretly..."
adobe_analytics_community::92145::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,ambiguous_review_bucket,False,likely persona_01/persona_04,Adobe row is closer to business reporting evidence than technical support once reviewed.,"Unable to filter out ""(Low Traffic)"" item via ""Always Exclude"" field Until this past week, we were able to filter out the ""(Low Traffic)"" item from data tables by using the ""Always Exclude"" field in the advanced search mode of the filter option. Now Workspace returns an error..."
adobe_analytics_community::92596::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,ambiguous_review_bucket,False,likely persona_01/persona_04,Adobe row is closer to business reporting evidence than technical support once reviewed.,"Attribution lookback window with date range Hi There- I was wondering if someone could help clarify how AA's 30 day attribution window would work in the following scenario: I have a workspace in AA that uses last touch dimension as my row, and orders and revenue as my columns...."
adobe_analytics_community::2879::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Adobe workspace row clearly reflects reporting performance, segment behavior, or stakeholder-facing report use.","Issue with Classification Key Values in Export Job Hello,&nbsp;I am experiencing an issue with the Classification Key values in Adobe Analytics. During a recent session with a representative, the following points were identified:&nbsp;When running an export job in the Classifi..."
adobe_analytics_community::1304::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,persona_core_evidence,True,likely persona_01/persona_04,"Adobe workspace row clearly reflects reporting performance, segment behavior, or stakeholder-facing report use.","Adobe Analytics Labs - Prototype - Workspace Project PowerPoint Export Hello AA Community, &nbsp; In Adobe Analytics Labs, there is a new prototype which enables the option to export your project as powerpoint. As this is just a prototype and it's not available for Flow and Fa..."
adobe_analytics_community::91882::01,adobe_analytics_community,workspace_reporting,mixed_evidence_slice,evidence_producing,True,False,ambiguous_review_bucket,False,likely persona_01/persona_04,Adobe row is closer to business reporting evidence than technical support once reviewed.,"Order of Operations in Adobe Analytics Hi All, In Workspace, as far as segments, metrics, dimensions and where you can drag and drop them, what is the order of operations? Is it segment then dimension then metrics? Thanks! Hi All, In Workspace, as far as segments, metrics, dim..."
