episode_id,source,source_tier,current_category,reviewed_category,business_context_present,technical_support_noise_present,ambiguity,reason,example_text_excerpt,persona_id,labelability_status
domo_community_forum::21005::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=1, strong=0, source=domo_community_forum, labelability=low_signal","Design Studio App and Beast Modes So I'm self teaching Adobe Illustrator and playing with the Design App Studio, I've determined I have to have exactly what data point(s) I need to show in the app, but - if I have a complex Beast Mode that I use in a dataset as a Summary Value...",,low_signal
domo_community_forum::67567::01,domo_community_forum,exploratory_edge_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=2, strong=0, source=domo_community_forum, labelability=low_signal","Faceted Chart - Summary lines (Min, Max, Avg) issue Submitting this on behalf of our customer * Faceted Chart when used with multiple items (chart stacked on top of each other), hiding grid lines option works and no summary lines are visible (See screenshot Faceted_Multiple_ch...",,low_signal
domo_community_forum::23724::01,domo_community_forum,exploratory_edge_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=2, strong=0, source=domo_community_forum, labelability=low_signal","Dataset metadata change Hi I have just uploaded a dataset via workbecnh. It created a dataset which i can preview and create cards on it. However, when i changed one of the column name (metadata change) the workbench job exectuted successfully with a warning but i was unable t...",,low_signal
domo_community_forum::67045::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=3, strong=0, source=domo_community_forum, labelability=low_signal","Drilling from Table Card One of the most common questions I answer from Domo users is why a drill doesn't work as expected on a table card depending on where the user clicks. For example, a user would look at the table below and click ""200"" to drill to transaction detail for C...",,low_signal
domo_community_forum::39263::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=3, strong=0, source=domo_community_forum, labelability=low_signal","Formatting options: Percentage Point in period-over-period card Hello, I am facing an issue while using a period-over-period card: I have a calculated field with a generic rate (sum(x)/sum(y)) that is formatted in percentage. I am comparing 2 series and want the card to automa...",,low_signal
domo_community_forum::9271::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=2, strong=0, source=domo_community_forum, labelability=low_signal","Card issues since last Domo update Has anyone else seen issues with your cards i.e. filters removed, drill downs not working, summary numbers back when they were removed? Has anyone else seen issues with your cards i.e. filters removed, drill downs not working, summary numbers...",,low_signal
domo_community_forum::70704::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=1, strong=0, source=domo_community_forum, labelability=low_signal",Adding Dropdowns in Domo Table Cards & Other Cards Is it possible to add a dropdown selector within a table card in Domo or do I need to build a custom HTML table using the Custom App or Table-Custom App type to achieve that interactivity since standard table cards don’t suppo...,,low_signal
domo_community_forum::40461::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=5, strong=0, source=domo_community_forum, labelability=low_signal","Error ""Unable to update to DataSet"" in MySQL DataFlow Hi All , I have problem while executing MySQL Dataflow that always failed, the message error is only ""Unable to update to DataSet"". Can anyone please help or share, whether you have the same issue ? Thank you ^^ Here is the...",,low_signal
domo_community_forum::66781::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=3, strong=0, source=domo_community_forum, labelability=low_signal","Syntax Error in Beast mode calculation CASE WHEN Sort: Month Number = 1 THEN NULL ELSE ( (SUM(All Cases) - LAG(SUM(All Cases), 1) OVER (ORDER BY Sort: Month Number)) / LAG(SUM(All Cases), 1) OVER (ORDER BY Sort: Month Number) ) END I'm not able to figure out what is the syntax...",,low_signal
domo_community_forum::54808::01,domo_community_forum,exploratory_edge_source,generic_low_signal,api_sdk_debug_noise,no,yes,no,"business=0, technical=4, strong=0, source=domo_community_forum, labelability=low_signal",Unable to import JSON files from S3 connector Hi Team We have an S3 bucket which stores some JSON data. When we are trying to import this to DOMO we are getting the following message Failed to sanitize XML document destined for handler class com.amazonaws.services.s3.model.tra...,,low_signal
domo_community_forum::17648::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=1, strong=0, source=domo_community_forum, labelability=low_signal","What is the easiest way to replace on a few rows in a large dataset? I have over 200k rows in a dataset and then I find incorrect labels in about 25 records that I need to update, what is the easiest way of overwriting this information? I have over 200k rows in a dataset and t...",,low_signal
domo_community_forum::68257::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=2, strong=0, source=domo_community_forum, labelability=low_signal",How can I get the company names on a pivot table to show up on one line? One company is not. I am using a pivot table to collect daily data on a sales funnel. I want to see what is in a particular stage of the funnel on a daily basis. I have one company that is showing up on t...,,low_signal
domo_community_forum::65626::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=1, strong=0, source=domo_community_forum, labelability=low_signal","Drill down to zip code map not filtering to rest of dash Hi All, I've successfully created a drill down U.S. map card that takes you to zip code level. However, when zip code is clicked the rest of the dash is not updating. But when I click other cards on dash the drill down U...",,low_signal
domo_community_forum::63576::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=1, strong=0, source=domo_community_forum, labelability=low_signal",Bring Null Values to the top of filter lists A recent changed moved the 'blank' (null or empty string) values in filter drop downs to the bottom of the list instead of the top. This is now makes it quite difficult to find to exclude those values in cards. I would like to eithe...,,low_signal
domo_community_forum::54725::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=2, strong=0, source=domo_community_forum, labelability=low_signal","Take large text input as field for filtering? I have a slicer card to filter zip codes for a large data set. There is a search bar field for finding zip codes to filter by, but say I had a large list/string of zip codes and I wanted to select all of them for filtering. Is ther...",,low_signal
domo_community_forum::52529::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=1, strong=0, source=domo_community_forum, labelability=low_signal","Is it possible to abbreviate currency field values in a table? I've been asked to adjust the formatting of two currency fields in a table card to show by thousands, for example $17.2M rather than $17,200,000. Is this possible? I've been asked to adjust the formatting of two cu...",,low_signal
domo_community_forum::42842::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=3, strong=0, source=domo_community_forum, labelability=low_signal","Is it possible to view the SQL query of an ODBC Dataset in Domo? I have an OBDC dataset running in Workbench on a server, but I want to make some updates to the SQL query. Is it possible to see the SQL query for that dataset directly in Domo or do I need to pull up the job in...",,low_signal
domo_community_forum::52271::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=2, strong=0, source=domo_community_forum, labelability=low_signal","Issue with Beast Mode Calculation not displaying on the card. I am trying to find the conversion % for two different marketing sources. What % of those that inquire in either the walk in channel or the phone channel actually rented. I wrote this beast mode calculation, but not...",,low_signal
domo_community_forum::44273::01,domo_community_forum,exploratory_edge_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=2, strong=0, source=domo_community_forum, labelability=low_signal","How to display two total numbers, such as spend and savings, on a bar chart. I have a grouped bar chart that is essentially showing spend and savings broken out by categories such as hotel, food and beverage etc. The summary number displays the total spend. However, my issue i...",,low_signal
domo_community_forum::55859::01,domo_community_forum,exploratory_edge_source,generic_low_signal,api_sdk_debug_noise,no,yes,no,"business=0, technical=3, strong=0, source=domo_community_forum, labelability=low_signal","Programmatic filtering We are trying to to embed domo in our web application, Is it possible to use Programmatic filtering without the use of the yarn server and log in users ? We are using SSO so want to just get the domo access token through an API call and create an embed t...",,low_signal
domo_community_forum::39437::01,domo_community_forum,exploratory_edge_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=2, strong=0, source=domo_community_forum, labelability=low_signal","Summary Number not showing in dashboard view Hello, I have a dashboard that is showing 8 different cards, each with a summary number. Two of the cards are not showing summary numbers on the dashbord view but the rest are. When I expand the card or go into analyzer, it is showi...",,low_signal
domo_community_forum::48803::01,domo_community_forum,exploratory_edge_source,generic_low_signal,vendor_announcement_or_feature_request_only,no,yes,no,"business=0, technical=3, strong=0, source=domo_community_forum, labelability=low_signal","Plans/workaround for an Amplitude connector? It appears that Domo doesn't have an Amplitude connector. Any plans for this on the roadmap? For those using Amplitude, what workaround do you use to pull this into Domo? It appears that Domo doesn't have an Amplitude connector. Any...",,low_signal
domo_community_forum::52645::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=1, strong=0, source=domo_community_forum, labelability=low_signal","Comparative Gage - What's wrong with my query? Using the Comparative Gauge, I wanted to display our performance by whether the number of impressions have increased or decreased. Only, when I use the following window functions, I get a blank card with a downward arrow. Current...",,low_signal
domo_community_forum::69642::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=1, strong=0, source=domo_community_forum, labelability=low_signal",Find Max rank from a ranking column and fixed it so it doesn't change when filter applied. Say I have dataset ranking all the sales rep by their Margin FYTD: SALES REP CURRENT MARGIN RANK A 0.5 1 B 0.4 2 C 0.3 3 D 0.2 4 E 0.1 5 I'd like to add a text column so instead of rank...,,low_signal
domo_community_forum::70231::01,domo_community_forum,exploratory_edge_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=4, strong=0, source=domo_community_forum, labelability=low_signal","Youtube Enterprise Advanced Connector quota question Even when set to pull two days worth of data, I'm unable to run this connector even once without getting this error - Domo is ready, but YouTube reported an error - The request cannot be completed because you have exceeded y...",,low_signal
domo_community_forum::69664::01,domo_community_forum,exploratory_edge_source,generic_low_signal,api_sdk_debug_noise,no,yes,no,"business=0, technical=4, strong=0, source=domo_community_forum, labelability=low_signal",Add api error handling option to basic scheduling for update fails It would be great if there was the option to always retry when an api update fails in the basic scheduling UI instead of having to go into the advanced (both screenshots below). Because sometimes these api call...,,low_signal
domo_community_forum::63672::01,domo_community_forum,exploratory_edge_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=1, strong=0, source=domo_community_forum, labelability=low_signal",How to add an empty row in my table? Hello! Is there a way to add an empty row in the table? Below is an example of the row names: Metric 1 (last year) Metric 2 (this year) (empty row to separate) Metric 3 (last year) Metric 4 (this year) —I only found this video which is not...,,low_signal
domo_community_forum::55103::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=1, strong=0, source=domo_community_forum, labelability=low_signal","Give different filter values to different cards, same column Campaigns? Is there a way to specify that a campaign distribution list filter only applies to certain cards? All the cards have the same column (same data source) but trying to display two different time frames on so...",,low_signal
domo_community_forum::60514::01,domo_community_forum,exploratory_edge_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=1, strong=0, source=domo_community_forum, labelability=low_signal","DDX Brick: Page Filter Hi Everyone, I have created a DDX brick which is correctly making a gauge chart however it only shows the total aggregated number and doesn't update when a page filter is applied. Does anyone know what further code needs to be applied? I want it to updat...",,low_signal
domo_community_forum::45222::01,domo_community_forum,exploratory_edge_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=1, strong=0, source=domo_community_forum, labelability=low_signal","Group by date using magic ETL Hi, I am using Magic ETL to group my data by date. There are only 2 columns in my table: date and revenue. I want to group the revenue sum by date. Is it possible to do so in DOMO? Thank you! Hi, I am using Magic ETL to group my data by date. Ther...",,low_signal
google_developer_forums::194260::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=3, strong=0, source=google_developer_forums, labelability=low_signal",Cross filtering issue on Dashboard is anyone facing Cross filtering issue on Dashboard. The cross filtering is working fine but the highlighting and the dimming of the charts once selected is not working. Is anyone else facing the issue? is anyone facing Cross filtering issue...,,low_signal
google_developer_forums::157900::01,google_developer_forums,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=5, strong=0, source=google_developer_forums, labelability=low_signal","Yes, Gemini features are coming soon for Looker and for Looker Studio! This was announced at NEXT this year: https://cloud.google.com/blog/products/data-analytics/introducing-gemini-in-looker-at-next24 Hi Sam, I’m able to test the Conversational Analytics feature, but not able...",,low_signal
google_developer_forums::169179::02,google_developer_forums,supporting_validation_source,generic_low_signal,career_training_certification_noise,yes,yes,no,"business=2, technical=4, strong=0, source=google_developer_forums, labelability=low_signal","The docs say that the dashboard needs to be open and not be in edit mode for the auto-refresh to work (I guess the logic is that there’s no point refreshing it if nobody is looking at it!) The autorefresh intervals begin at the time of day that you turn on this feature, and th...",,low_signal
google_developer_forums::186529::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=2, strong=0, source=google_developer_forums, labelability=low_signal","create cross-filtering for different looks on the same dashboard Good morning, Is it possible to create cross-filtering for different views in the same Dashboard? Example: I have data on receipt of amounts in one dashboard and in the other the dates of the reasons for receipts...",,low_signal
google_developer_forums::144601::01,google_developer_forums,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=2, strong=0, source=google_developer_forums, labelability=low_signal","Liquid: number_with_delimiter not working Hi, am new to Looker and I am trying to use liquid for some advanced conditional formating but it seems to me after many attempts and research that number_with_delimiter is not working properly. Does anyone have similar … Hi, am new to...",,low_signal
google_developer_forums::144326::02,google_developer_forums,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=4, strong=0, source=google_developer_forums, labelability=low_signal","Here’s how you can split a large table in BigQuery into smaller tables based on the values of column A, along with explanations and considerations to optimize this process. There are a couple of efficient ways to do this in BigQuery without the need for explicit looping: 1. Di...",,low_signal
google_developer_forums::154844::01,google_developer_forums,supporting_validation_source,generic_low_signal,api_sdk_debug_noise,no,yes,no,"business=0, technical=7, strong=0, source=google_developer_forums, labelability=low_signal","""Unable to complete your request"" ""Data Set Configuration Error -Looker Studio cannot connect to your data set. Can’t reach the host. Unable to connect to host: the connection attempt failed."" A few days ago my data sources were working pretty well. Si… ""Data Set Configuration...",,low_signal
google_developer_forums::173349::01,google_developer_forums,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=2, strong=0, source=google_developer_forums, labelability=low_signal","Couldn’t send scheduled email Hello the community, Since few days, I have this message: Couldn’t send scheduled email: “” Data Studio encountered an error running this report and was unable to send scheduled email to recipients. View the report in… Hello the community, Since f...",,low_signal
google_developer_forums::191284::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=2, strong=0, source=google_developer_forums, labelability=low_signal",Zoom area not working geo chart JurreShopForwar_0-1749569146294.png 382×378 14.5 KB The zoom area functionality is not working anymore. Usually when building dashboards I use the same graph and insert Netherlands as zoom area. This results in the map being zoomed in on the Net...,,low_signal
google_developer_forums::111056::01,google_developer_forums,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=4, strong=0, source=google_developer_forums, labelability=low_signal","Looker expression editor _ subtraction by pivot rows (sum by grouped dimensions, then subtract) Hi, I am new to Looker, not sure if it is possible using Looker expression editor to achieve this (I cannot use LookerML, it is limited to only IT department in my company). Please...",,low_signal
google_developer_forums::170334::01,google_developer_forums,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=4, technical=3, strong=0, source=google_developer_forums, labelability=low_signal","Removed Personal Account Holder from GA4 and unable to remove automated reporting from that account Hi, Hoping someone has some experience in the following that could assist. In looker studio we have an automated report thats being sent to the team from a employee that no long...",,low_signal
google_developer_forums::182553::01,google_developer_forums,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=6, strong=0, source=google_developer_forums, labelability=low_signal",Grouping data by field and max. value I have a big query data set that i imported into looker. Fields of import are the following: issueKey (text) updateDate (date) sprint (number) maxUpdateDate (calculated field formula: MAX(updateDate) ) maxSprint (calculated field formula:...,,low_signal
google_developer_forums::164097::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=2, strong=0, source=google_developer_forums, labelability=low_signal","How does Looker Studio interpret fields w/ same name, in different sources, when applying a filter? I am building a dashboard and I have noticed that despite the fact the I have visualizations from two different data sources, a filter for a field on data source A also filters...",,low_signal
google_developer_forums::169859::01,google_developer_forums,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=3, strong=0, source=google_developer_forums, labelability=low_signal","My looker Studio does not working when I filter my data on a specific date When I am trying to load my data for October 14, 2024, it does not let me to auto-populate it on my looker studio. There’s no issue on my Google Sheets as I am able to load my data on the previous dates...",,low_signal
google_developer_forums::114920::01,google_developer_forums,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=3, strong=0, source=google_developer_forums, labelability=low_signal",Looker Studio Datasource broken for Big Query External Link In my Looker Studio report I have some data source connected to Big Query External link table (linked to google cloud storage .csv file) and It’s start broken since the 5th of May (but in Big Query I still query this...,,low_signal
google_developer_forums::174695::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=2, strong=0, source=google_developer_forums, labelability=low_signal",Stratified access to the Looker dashboard for different users. I have a dashboard in Looker that shows data from several business units of a company. I would like to set up stratified access so that the leaders of each business unit (each business unit has 2 leaders) can acces...,,low_signal
google_developer_forums::246510::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=4, strong=0, source=google_developer_forums, labelability=low_signal","Can’t connect MySQL to Looker Studio: “Sorry, we encountered an error and were unable to complete your request” Hi all, I’m trying to connect my MySQL database to Looker Studio, but I keep getting this error: Has anyone faced this before? Any idea what could be wrong or what e...",,low_signal
google_developer_forums::182140::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=4, strong=0, source=google_developer_forums, labelability=low_signal","Issue Connecting a Custom Query from SQL Server to Looker I am experiencing an issue when trying to connect a customized query from SQL Server to Looker in my dashboard. I am not sure why this is happening, as I have other connections of the same type in this dashboard that wo...",,low_signal
google_developer_forums::175490::01,google_developer_forums,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=4, strong=0, source=google_developer_forums, labelability=low_signal","Bug There is a problem. And I could not use my looker studio There is words like this < Get report failed We couldn’t load this report. Please refresh your browser and try again. > I refreshed, used another brother, tried with different laptop, but it is still not working. sha...",,low_signal
google_developer_forums::176185::01,google_developer_forums,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=3, technical=3, strong=1, source=google_developer_forums, labelability=low_signal","Datagroup is not working Hello Looker Support Team, I hope this message finds you well. I am currently facing an issue with my scheduled report delivery. I have a report set to be delivered every day at 03:30 PST. but the datagroup is stop tri… Hello Looker Support Team, I hop...",,low_signal
google_developer_forums::112707::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=2, strong=0, source=google_developer_forums, labelability=low_signal",Question about Looker Dashboard I’m trying to create a copy of a dashboard as I need the info in the columns of a dashboard but for only a different subset of users. Is there a way I can remove the current usernames in a copy of the dashboard? I tried to no effect. Thank you I...,,low_signal
google_developer_forums::170898::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=2, strong=0, source=google_developer_forums, labelability=low_signal","Hubspot Deal Stage Funnel – HOW TO? I’d love to have a funnel chart that has deal stages from HubSpot. Also this should be filtered by certain forms that have been filled. So first a potential client fills a specific form, then a contact is created, then they enter the deal st...",,low_signal
google_developer_forums::168416::01,google_developer_forums,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=2, strong=0, source=google_developer_forums, labelability=low_signal",Update looker studio pro Can’t see workspaces after upgrading to Looker Studio Pro I have a report and its data sources created in Looker Studio and I want to migrate it to Looker Studio Pro. I am unable to view the workspaces. I have attached some screenshots for your referen...,,low_signal
google_developer_forums::168007::01,google_developer_forums,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=3, strong=0, source=google_developer_forums, labelability=low_signal","Bug? 900 item Limit to Postal Codes in Filled Maps Heyo! I created a heat map for a client in Looker Studio to show where customers from each of their two nail salon locations live. The data comes from a Google Sheet, with each row representing a client’s home zip code and the...",,low_signal
google_developer_forums::191492::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=4, strong=0, source=google_developer_forums, labelability=low_signal",The Looker Studio RLS Workaround for Blends That Finally Worked The Problem: You set up row-level security (RLS) perfectly: blended your main data with a Google Sheet that controls access. The filters look right. The joins are correct. But when users open the dashboard they ge...,,low_signal
google_developer_forums::191991::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=3, strong=0, source=google_developer_forums, labelability=low_signal","Issue with Custom visualisation while downloading in PDF format Hi Team, When we tries to download the dashboard containing the custom visualisation in a PDF format, it takes a snapshot of tile size instead of downloading the entire dashboard with all rows. We have check Expan...",,low_signal
google_developer_forums::113724::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=5, strong=0, source=google_developer_forums, labelability=low_signal","Authentication Error while accessing Looker We have been facing issues while accessing Looker Dashboard when the dashboard is embedding into the iframe. It works for some of team members but for others, it is not working fine. Initially it was working on my syste… We have been...",,low_signal
google_developer_forums::154190::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=2, strong=0, source=google_developer_forums, labelability=low_signal","add image background to dashboard Hi, I recently started to use Looker and I’m trying to test different functions for dashboarding. Is it possible to add an image to the dashboard as background . For example something like this: Thanks, Gelareh Hi, I recently started to use Lo...",,low_signal
google_developer_forums::115642::01,google_developer_forums,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=2, strong=0, source=google_developer_forums, labelability=low_signal","I'm trying to convert the data to lat long coordinates in the looker, but I can only draw the polygon by circular points. I would like the drawing to be in polygon format, but it is coming as circles, if i join the dots, the polygon is totally wrong the polygon design. dimensi...",,low_signal
google_developer_forums::168040::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=2, strong=0, source=google_developer_forums, labelability=low_signal","Dashboard is not showing campaigns without data I created a dashboard for a client, but it does not show any data for those campaigns that according to date are already ended. Is it possible that Looker only shows data for campaigns that have ran at least 1 impression/click? I...",,low_signal
google_developer_forums::113800::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=4, strong=0, source=google_developer_forums, labelability=low_signal","why is my looker dashboard showing no results - when there are results in explore section Hey folks, I am having an issue whereby there is no results returned from the dashboard, but yet when i went in to explore - I can see the results returned without any error. Anyone have...",,low_signal
google_developer_forums::157017::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=8, strong=0, source=google_developer_forums, labelability=low_signal","Issue with Looker Studio x MySQL 8 with SSL Hello everyone, Description : I am able to connect Looker Studio with MySQL (MySQL version 8.0.33 that supports TLS 1.2 and 1.3) without SSL. It does not work when enabling SSL and adding the CA certificate in the ‘Server certificate...",,low_signal
google_developer_forums::193128::01,google_developer_forums,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=3, strong=0, source=google_developer_forums, labelability=low_signal","Looker Studio Date filter not working I put a filter on the date, before it looked good. Encountered “” at line 1, column 195. ID de error: a756909e",,low_signal
google_developer_forums::115163::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=2, strong=0, source=google_developer_forums, labelability=low_signal","Common dashboard for different users/companies Hello, a question regarding looker features. Is it possible to have a one dashboard and according to the company/user it render the same dashboard but with the company data. Will try to make it clearer, imagine we have… Hello, a q...",,low_signal
google_developer_forums::145488::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=3, strong=0, source=google_developer_forums, labelability=low_signal","Boards - Saving same board with different filters and rename We are looking to allow users to access a comprehensive dashboard, and allow them to bookmark the dashboard, along with whatever filters they set. We want to allow them to save and RENAME the Dashboard link. Example:...",,low_signal
google_developer_forums::183831::01,google_developer_forums,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=5, strong=0, source=google_developer_forums, labelability=low_signal","Issue with Incorrect Ad Creatives Displaying in Looker Studio – Meta Ads Hi everyone, I’ve been experiencing an issue with pulling the correct ad creatives into Looker Studio from Meta Ads. Initially, everything worked fine – when selecting a specific date, Looker displayed on...",,low_signal
google_developer_forums::127808::01,google_developer_forums,supporting_validation_source,generic_low_signal,setup_auth_permission_noise,no,yes,no,"business=0, technical=6, strong=0, source=google_developer_forums, labelability=low_signal","Unable to Retrieve Metadata from XCom for Dataform Workflow Invocation in Airflow I’m working on integrating a Dataform workflow in Airflow, using the guidelines provided in this Google Cloud documentation . However, I’ve encountered an issue with the following segment of code...",,low_signal
google_developer_forums::113760::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=2, strong=0, source=google_developer_forums, labelability=low_signal","swap between different dashboards As part of our application (React), we have different menu items. clicking on each menu item, related looker dashboard will be displayed. In a way, application allows users to switch between different Looker dashboards… As part of our applicat...",,low_signal
google_developer_forums::183137::01,google_developer_forums,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=3, strong=0, source=google_developer_forums, labelability=low_signal","Looker Studio: Scorecard and Table to not mach! Are you guys facing the same issue? Hey guys, recently, I’m getting more and more questions from customers why the same data in Looker Studio does not match when using a scorecard and a table! The issue in detail: I created a sim...",,low_signal
google_developer_forums::174149::01,google_developer_forums,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=4, technical=2, strong=0, source=google_developer_forums, labelability=low_signal","Help! Automated Reports stopped working (all Reports at once) We have quite a lot of reports (18 daily / 1 weekly, and 18 monthly), and the last time we received our scheduled reports was Sun. 11/16/24. Some run since 2019. I checked the settings and nothing was changed; it lo...",,low_signal
google_developer_forums::167183::01,google_developer_forums,supporting_validation_source,generic_low_signal,technical_support_debug_noise,yes,yes,no,"business=1, technical=3, strong=0, source=google_developer_forums, labelability=low_signal",Data masking not working within looker data studio according to provided access level I’m facing an issue with Looker Data Studio related to data masking in BigQuery. I have a table in BigQuery: “kz-x-si.Looker.deposit_withdrawal_registration_metrics”. My IAM roles include own...,,low_signal
google_developer_forums::177431::01,google_developer_forums,supporting_validation_source,generic_low_signal,server_deploy_config_noise,no,yes,no,"business=0, technical=1, strong=0, source=google_developer_forums, labelability=low_signal",Filter suggestions and conditionally_filter with unless Our Explores have a conditionally_filter where by default it will only show values with a createdDate of 30 days or newer unless the user already has a createdDate filter specified (so they can query for data older than 3...,,low_signal
google_developer_forums::180191::01,google_developer_forums,supporting_validation_source,generic_low_signal,ambiguous_review_bucket,yes,yes,yes,"business=2, technical=2, strong=0, source=google_developer_forums, labelability=low_signal","Import Customized events from GA4 to Looker Hey! I’ve been trying to graph in Looker some customized events stored in GA4 but it’s becoming difficult to accomplish this task. Basically, I’m creating customized metrics/dimensions and reconnecting the source of data in Looker to...",,low_signal
