episode_id,source,source_tier,refined_source_slice_name,refined_source_slice_category,reviewed_slice_category,business_context_present,technical_support_context_present,should_count_in_quality_adjusted_balance,should_count_against_slice_aware_weak_debt,denominator_eligibility_category,persona_core_eligible,likely_persona_contribution,reviewer_reason,text_excerpt
google_developer_forums::180230::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,syntax_formula_debug_noise,False,non_core_or_unknown,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,"Looker gives an error many times and works upon reloading. It throws the error: “Unable to retrieve data from the underlying dataset,” and when I simply reload the page, it works again, but this happens repeatedly. It throws the error: “Unable to retrieve data from the underly..."
google_developer_forums::134663::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,server_deploy_config_noise,False,non_core_or_unknown,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,"Is it possible to reference a dashboard in a URL via name instead of dashboard ID? Is there a way to reference a dashboard by its name, instead of ID? eg/ instead of https://company.cloud.looker.com/dashboards/187 something like https://company.cloud.looker.com/dashboards/sale..."
google_developer_forums::131344::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,persona_core_evidence,True,persona_core,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,Data trigger runs on 1st day of month instead of last day of month Good Day Looker Community Hoping to get some assistance with the below trigger that I have created. Goal : Looker currently has no native functionality to schedule a Look or Dashboard on the last day of the mon...
google_developer_forums::191852::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,persona_core_evidence,True,persona_core,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,BigQuery Dataset IAM Condition issue I have an sa with BigQuery JobUser and the following DataViewer IAM Conditon ( Type is Dataset) at project level The condition is visible against datasets including the one shown (tables_QA) which matches the condition When I authenticate a...
google_developer_forums::185495::01,google_developer_forums,supporting_validation_source,google_report_delivery_mixed_uncertain,mixed_evidence_slice,mixed_evidence_slice,True,True,True,True,syntax_formula_debug_noise,False,non_core_or_unknown,Mixed Google delivery slice genuinely contains both report outcome and support/setup context.,Percentage change formula calculating incorrectly. Data is from Google Search Console I’m working on a dashboard using data sourced from Google Search Console. I want to calculate percentage change in performance over two periods. The basic formula is (New Value - Old Value) /...
google_developer_forums::170070::01,google_developer_forums,supporting_validation_source,google_auth_query_formula_support,debt_producing_slice,debt_producing_slice,False,True,False,True,server_deploy_config_noise,False,non_core_or_unknown,Google auth/query slice is predominantly technical support noise.,"Calculating percentages H! I have a table with answers coming from a multiple choice question. The counts are OK, but the percentages are not. Instead of using the correct total which is 270 and it’s shown correctly in the scorecard, in the table it’s using 260 to calculate th..."
google_developer_forums::157900::01,google_developer_forums,supporting_validation_source,google_auth_query_formula_support,debt_producing_slice,mixed_evidence_slice,True,True,True,True,syntax_formula_debug_noise,False,non_core_or_unknown,"Google auth/query slice has explicit reporting impact, so it stays mixed rather than pure debt.","Yes, Gemini features are coming soon for Looker and for Looker Studio! This was announced at NEXT this year: https://cloud.google.com/blog/products/data-analytics/introducing-gemini-in-looker-at-next24 Hi Sam, I’m able to test the Conversational Analytics feature, but not able..."
google_developer_forums::84782::01,google_developer_forums,supporting_validation_source,google_auth_query_formula_support,debt_producing_slice,diagnostics_only_slice,False,True,False,True,api_sdk_debug_noise,False,non_core_or_unknown,Google auth/query slice is pure support/setup with no business reporting context.,"PermissionDenied: 403 Permission 'TABLES_UPDATE_DATA' denied Hi, I am testing the Bigquery storage write API by attempting to write sample data into Bigquery and I am getting a permission error as below google.api_core.exceptions.PermissionDenied: 403 Permission 'TABLES_UPDATE..."
google_developer_forums::163109::01,google_developer_forums,supporting_validation_source,google_auth_query_formula_support,debt_producing_slice,debt_producing_slice,False,True,False,True,syntax_formula_debug_noise,False,non_core_or_unknown,Google auth/query slice is predominantly technical support noise.,"Estimate Daily Spend for Future Dates Hello! I am trying to use Looker to track daily spend for my company’s partners. I created a blend that pulls in spend data from three different data sources to account for each partner, then used a custom field “Daily Spend” with the foll..."
google_developer_forums::111056::01,google_developer_forums,supporting_validation_source,google_auth_query_formula_support,debt_producing_slice,debt_producing_slice,False,True,False,True,syntax_formula_debug_noise,False,non_core_or_unknown,Google auth/query slice is predominantly technical support noise.,"Looker expression editor _ subtraction by pivot rows (sum by grouped dimensions, then subtract) Hi, I am new to Looker, not sure if it is possible using Looker expression editor to achieve this (I cannot use LookerML, it is limited to only IT department in my company). Please..."
google_developer_forums::126363::01,google_developer_forums,supporting_validation_source,google_auth_query_formula_support,debt_producing_slice,diagnostics_only_slice,False,True,False,True,setup_auth_permission_noise,False,non_core_or_unknown,Google auth/query slice is pure support/setup with no business reporting context.,"30-d Trial pricing <Looker (Google Cloud core)> hello, i’m trying to setup 30 days trial for Looker (Google Cloud core) I’ve 3 Questions: will I be charged during this trial period - how much ? After 30 days, after the instance is automatically converted to Standard Looker (Go..."
google_developer_forums::127808::01,google_developer_forums,supporting_validation_source,google_auth_query_formula_support,debt_producing_slice,mixed_evidence_slice,True,True,True,True,setup_auth_permission_noise,False,non_core_or_unknown,"Google auth/query slice has explicit reporting impact, so it stays mixed rather than pure debt.","Unable to Retrieve Metadata from XCom for Dataform Workflow Invocation in Airflow I’m working on integrating a Dataform workflow in Airflow, using the guidelines provided in this Google Cloud documentation . However, I’ve encountered an issue with the following segment of code..."
google_developer_forums::162570::01,google_developer_forums,supporting_validation_source,google_auth_query_formula_support,debt_producing_slice,mixed_evidence_slice,True,True,True,True,server_deploy_config_noise,False,non_core_or_unknown,"Google auth/query slice has explicit reporting impact, so it stays mixed rather than pure debt.","Issue with BigQuery Data Streaming using google-cloud-bigquerystorage 2.24.2 I am experiencing an issue with my BigQuery data streaming application, which uses the following dependency: com.google.cloud google-cloud-bigquerystorage 2.24.2 Issue Details: Action Performed : The..."
google_developer_forums::116064::01,google_developer_forums,supporting_validation_source,google_auth_query_formula_support,debt_producing_slice,diagnostics_only_slice,False,True,False,True,setup_auth_permission_noise,False,non_core_or_unknown,Google auth/query slice is pure support/setup with no business reporting context.,"Code not saving CSV I have the following code, what it does is it uses the client id and client secret to get an access token, then uses the token to fetch a csv from our sql url, only issue is when I run the code I get an HTML pages code saved as a CSV: Any clue why this is h..."
google_developer_forums::137919::01,google_developer_forums,supporting_validation_source,google_auth_query_formula_support,debt_producing_slice,mixed_evidence_slice,True,True,True,True,server_deploy_config_noise,False,non_core_or_unknown,"Google auth/query slice has explicit reporting impact, so it stays mixed rather than pure debt.","postgresql connection pool not working I can setup the data source using postgresql connection with no issues, however, because I have 4 tables I need to get data from once I try to refresh the data I get this error: Data Set Configuration Error Looker Studio cannot connect to..."
google_developer_forums::129993::02,google_developer_forums,supporting_validation_source,google_auth_query_formula_support,debt_producing_slice,diagnostics_only_slice,False,True,False,True,setup_auth_permission_noise,False,non_core_or_unknown,Google auth/query slice is pure support/setup with no business reporting context.,"To create a connection profile for Cloud SQL Postgres with a private IP address and SSL enabled in Google Cloud, you need to: Download the Client Certificate and Private Key from Google Cloud : Go to the Cloud SQL console. Navigate to your PostgreSQL instance. Download the Cli..."
google_developer_forums::120385::02,google_developer_forums,supporting_validation_source,google_auth_query_formula_support,debt_producing_slice,mixed_evidence_slice,True,True,True,True,syntax_formula_debug_noise,False,non_core_or_unknown,"Google auth/query slice has explicit reporting impact, so it stays mixed rather than pure debt.","have the same question. This is creating a lot of confusion amongst our users. Hello, Your speculation is absolutely correct. I recreated the behaviour in my internal instance and can confirm that getting the same error. Please note that getting this error is expected as embed..."
google_developer_forums::146225::01,google_developer_forums,supporting_validation_source,google_auth_query_formula_support,debt_producing_slice,diagnostics_only_slice,False,True,False,True,setup_auth_permission_noise,False,non_core_or_unknown,Google auth/query slice is pure support/setup with no business reporting context.,"Error : DNS record is not created or not the same as public IP address Hello, i am getting this error Error for resource xxx: DNS record is not created or not the same as public IP address. steps i have followed : Enabled looker API, created an instance (took 1 hr), Created OA..."
google_developer_forums::188085::01,google_developer_forums,supporting_validation_source,google_auth_query_formula_support,debt_producing_slice,mixed_evidence_slice,True,True,True,True,syntax_formula_debug_noise,False,non_core_or_unknown,"Google auth/query slice has explicit reporting impact, so it stays mixed rather than pure debt.","ToContinent(Country ISO) Not Working Hi, I have a google sheet database with a column of “countries” that are called “ISO - Name”, so for example: FR - France I have another column on my database extracting just the two letters ISO code, so “FR” for example. On Looker Studio,..."
google_developer_forums::134471::01,google_developer_forums,supporting_validation_source,google_auth_query_formula_support,debt_producing_slice,diagnostics_only_slice,False,True,False,True,server_deploy_config_noise,False,non_core_or_unknown,Google auth/query slice is pure support/setup with no business reporting context.,"Using cloud SQL (postgres) server as SSH host to connect from Datastream Hi! I am trying to connect to my Cloud SQL PostgreSQL database from Datastream (to get data to BigQuery). I am using public IP, but since it’s set up to require trusted client certificates, my understandi..."
google_developer_forums::188744::01,google_developer_forums,supporting_validation_source,sharing_permissions_delivery,evidence_producing_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Google evidence slice shows clear reporting or filter logic business context.,"Hi, how did you merge the data? Could you share your blended data settings with us? Consider the following images: NicholasPasteur_1-1746790740167.png 1920×639 76.8 KB NicholasPasteur_2-1746790760151.png 689×542 40.2 KB Please note I’ve tried every combination I could think of..."
google_developer_forums::114086::01,google_developer_forums,supporting_validation_source,sharing_permissions_delivery,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,ambiguous_review_bucket,False,non_core_or_unknown,Google evidence slice still carries business reporting context with some setup friction.,Hyperlinking Other Dashboard not working I am not able to hyperlink other Looker Dashboard in a different dashboard. When the hyperlink gets clicked it’s not loading up the dashboard. I am not able to hyperlink other Looker Dashboard in a different dashboard. When the hyperlin...
google_developer_forums::176322::01,google_developer_forums,supporting_validation_source,sharing_permissions_delivery,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,ambiguous_review_bucket,False,non_core_or_unknown,Google evidence slice still carries business reporting context with some setup friction.,"Dynamic URL passing filter parameters to another report I have two reports: a source report and a target report . When I click on the Study Name filter in the source report, the same Study Name should automatically be selected in the filter of the target report in Looker Studi..."
google_developer_forums::191696::01,google_developer_forums,supporting_validation_source,sharing_permissions_delivery,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Google evidence slice shows clear reporting or filter logic business context.,"Hi, Follow the link below for periodic updates, Google’s cloud suffered significant global outages on Thursday, knocking down or disrupting several services. https://status.cloud.google.com/incidents/ow5i3PPK96RduMcb1SsW Thanks for share, but the last update told the problem w..."
google_developer_forums::178328::01,google_developer_forums,supporting_validation_source,sharing_permissions_delivery,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,persona_core_evidence,True,persona_core,Google evidence slice still carries business reporting context with some setup friction.,How to Implement Separate Month-Specific and Cumulative Sales Metrics in Looker Hi! I need help with modeling a visualization in Looker and LookML. I’m recreating a table chart from another tool that includes two metrics responding differently to a ‘Month’ filter: The first me...
google_developer_forums::145069::01,google_developer_forums,supporting_validation_source,sharing_permissions_delivery,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,ambiguous_review_bucket,False,non_core_or_unknown,Google evidence slice still carries business reporting context with some setup friction.,"Hey @KanyaluckCh ! This happens because the filters on the top of the dashboard will overwrite the filters inside of the viz. If you only want to apply those filter values inside of the tile and to not allow on the dashboard view to filter by it, edit the Filter options to not..."
google_developer_forums::168092::01,google_developer_forums,supporting_validation_source,sharing_permissions_delivery,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,syntax_formula_debug_noise,False,non_core_or_unknown,Google evidence slice still carries business reporting context with some setup friction.,"Search Impression share as calculated field Hi all, I’m encountering an issue while trying to calculate Search Impression Share in Looker Studio for grouped data (grouped by campaign names). The formula I’m using is: Search Impression Share = (Total Impressions / Total Eligibl..."
google_developer_forums::124083::01,google_developer_forums,supporting_validation_source,sharing_permissions_delivery,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,api_sdk_debug_noise,False,non_core_or_unknown,Google evidence slice still carries business reporting context with some setup friction.,"From the errors you’re seeing, it’s not immediately clear what’s causing the issue, as the traceback isn’t complete and there’s a repeating error message. They are generic error messages that come from the Apache Beam Python SDK, and they indicate that an error occurred during..."
google_developer_forums::337563::01,google_developer_forums,supporting_validation_source,sharing_permissions_delivery,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Google evidence slice shows clear reporting or filter logic business context.,"Looker Studio report not loading – Error 429 and ERR_INVALID_RESPONSE Good morning, I am experiencing some issues with Looker Studio and would like to understand what might be causing them. I have a report connected to several data sources: some Google Sheets with relatively s..."
google_developer_forums::182139::02,google_developer_forums,supporting_validation_source,sharing_permissions_delivery,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,persona_core_evidence,True,persona_core,Google evidence slice still carries business reporting context with some setup friction.,"Interesting question! You’re right that unchecking “download without limit” won’t prevent users from entering in their own numbers like 5000. That feature is designed to prevent users from downloading result sets with millions/billions of rows, which could slow down your datab..."
google_developer_forums::117367::01,google_developer_forums,supporting_validation_source,sharing_permissions_delivery,evidence_producing_slice,debt_producing_slice,False,True,False,True,server_deploy_config_noise,False,non_core_or_unknown,Expected evidence slice resolves to support/setup without clear reporting context.,"How to delete unused Project names from Looker Manage Projects Anyone knew how to delete the Project Name that isn’t in Use or not working ? This Project Enterprise_Applications, was somehow failing to connect to our GIT HUB. We created a new Project EA and it repointed to the..."
google_developer_forums::186183::02,google_developer_forums,supporting_validation_source,sharing_permissions_delivery,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,persona_core_evidence,True,persona_core,Google evidence slice still carries business reporting context with some setup friction.,"Hello, is your date format like this? _0-1744167041330.png 609×596 23.7 KB I imported the date data into Looker Studio, and it worked fine. I think your raw data might be misformatted as a string or another type, which is why Looker Studio isn’t displaying it correctly. _1-174..."
google_developer_forums::177455::01,google_developer_forums,supporting_validation_source,sharing_permissions_delivery,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,syntax_formula_debug_noise,False,non_core_or_unknown,Google evidence slice still carries business reporting context with some setup friction.,"Looker Studio Clickable Images Hi folks, I have created a looker studio, who is taking data source from a Google sheet, and ultimate data is coming from Google form. The data has Google Drive links which has images in them. I am able to successfully view the image in looker st..."
google_developer_forums::142270::01,google_developer_forums,supporting_validation_source,sharing_permissions_delivery,evidence_producing_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Google evidence slice shows clear reporting or filter logic business context.,Row access policy is not working as expected Hi Iam using looker studio to create reports and big query as data source. I have set row access policies for two differnet users but when I create a report as one user and share it to the other user. the data is not shown as per th...
google_developer_forums::162401::01,google_developer_forums,supporting_validation_source,sharing_permissions_delivery,evidence_producing_slice,evidence_producing_slice,True,False,True,False,denominator_eligible_business_non_core,False,non_core_or_unknown,Google evidence slice shows clear reporting or filter logic business context.,Using DMS instead of pub/sub for transaction data I need some help with a GCP based architecture that I am trying to design. Here is the scenario: Some point-of-sale devices are writing to a transactional database. Suppose I want to write this sale data to a cloud data warehou...
google_developer_forums::126539::01,google_developer_forums,supporting_validation_source,sharing_permissions_delivery,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,api_sdk_debug_noise,False,non_core_or_unknown,Google evidence slice still carries business reporting context with some setup friction.,"Data Alerts Unavailable in Looker Platform Dear Looker Team, I hope this email finds you well. I am writing to inquire about the integration of alerts data from the Chronicle platform into the Looker platform. As you are aware, in the Chronicle platform, we have successfully i..."
google_developer_forums::165690::01,google_developer_forums,supporting_validation_source,sharing_permissions_delivery,evidence_producing_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Google evidence slice shows clear reporting or filter logic business context.,Looker Studio Requiring Login Hi all! I created a dashboard and set it to Unlisted but it’s still asking for a Google login when I share the link or try opening in incognito. Can anyone tell me what I might be doing wrong? I can’t share the link be… Hi all! I created a dashboa...
google_developer_forums::174275::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Google evidence slice shows clear reporting or filter logic business context.,"Data mismatch Facebook - Looker Studio (windsor) Hello, I amb doing a report using the Windsor conector to get Facebook data to Looker Studio. All data is correct except “add to cart” and “sales” metrics. This mismatch is not due to the acquisition window, we have already chec..."
google_developer_forums::178749::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Google evidence slice shows clear reporting or filter logic business context.,"Filter using GA4 event name is not working Hi, I have a report to track click buttons using GA4 event names. In GA4 I see event with data I have 2 tables in Looker using a filter like this: patriciaoptiply_1-1736782100291.png 847×120 9.33 KB But it´s not working when I do the..."
google_developer_forums::151519::02,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Google evidence slice shows clear reporting or filter logic business context.,"Hi @francisatoyebi , Your approach of separate development and production projects, along with a medallion architecture, aligns perfectly with industry best practices. Utilizing Dataform’s capabilities for environment-specific configurations is essential. By managing different..."
google_developer_forums::342358::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,debt_producing_slice,False,True,False,True,syntax_formula_debug_noise,False,non_core_or_unknown,Expected evidence slice resolves to support/setup without clear reporting context.,"Calculated field – formula ( SUM / IF / COUNT / AND) I need to: Sum the total number of items if they come from the same order and have the same SKU. I wrote this formula. It’s not working – any suggestions? IF(COUNT(Order Name)>1 AND COUNT(Lineitem SKU)>1, SUM(Lineitem quanti..."
google_developer_forums::171219::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Google evidence slice shows clear reporting or filter logic business context.,"Looker Dashboard Add Relations Hey there, I’m trying to figure out if it possible to create a connection (like in PowerBI) between different sources in post. What I have is : I already have a functional dashboard with product ID as link ID (with all the measures and such) I ad..."
google_developer_forums::175224::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Google evidence slice shows clear reporting or filter logic business context.,Date range Control not working with GSC I am creating a dashboard with data from GA and GSC. When I added a date range control and made it report level it works with GA components but not with GSC. If I add a new date range control and make it page-level it wo… I am creating a...
google_developer_forums::163033::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Google evidence slice shows clear reporting or filter logic business context.,"Looker Studio Embedded dashboard does not loads the data I have a dashboard built in Looker Studio and wanted to have it password protected and embedded in our site. The embedding works fine except when I load the dashboard, it does not load the data the first time I load the..."
google_developer_forums::129667::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,server_deploy_config_noise,False,non_core_or_unknown,Google evidence slice still carries business reporting context with some setup friction.,Looker Studio| GA4 - Filtering Sessions with duration gt 1 sec I’m trying to filter out poor quality users by filtering out sessions less than 2 seconds. Filter.png 965×232 8.84 KB But it looks like the filter is not working in Looker Studio for GA4 data. The same filter worke...
google_developer_forums::167098::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,persona_core_evidence,True,persona_core,Google evidence slice still carries business reporting context with some setup friction.,"Looker textbox default value Hello. I have a looker chart where I pull data from a spreadsheet. In this project, everyone sees their own information according to the number entered in an input box that I added. I set the default value to “0”. When Looker opens, the data does n..."
google_developer_forums::162334::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,syntax_formula_debug_noise,False,non_core_or_unknown,Google evidence slice still carries business reporting context with some setup friction.,"""Help me write"" icon not displayed despite Gemini enabled Hi all, I’d like to test the Gemini in Looker feature, in particular the Formula assistant - however, despite all pre-requirements mentioned in this link ( https://support.google.com/looker-studio/answer/14196955?sjid=1..."
google_developer_forums::346115::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Google evidence slice shows clear reporting or filter logic business context.,"Scorecard Missing Data on Default View but Appears When Date Filter is Applied Hi everyone, I’m running into an issue with a Looker Studio dashboard and wanted to see if anyone has experienced something similar. Problem: When the dashboard loads in its default state, certain s..."
google_developer_forums::168744::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Google evidence slice shows clear reporting or filter logic business context.,"Filter Issue in Looker Studio: Incorrect Landings Pages Displayed Hi, I’m facing an issue with filters in my dashboard, specifically with landing pages not reflecting the correct data when using a “contains” filter. Situation: I applied a filter on my landing page table to onl..."
google_developer_forums::143050::02,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,persona_core_evidence,True,persona_core,Google evidence slice still carries business reporting context with some setup friction.,"You’re encountering an error in BigQuery because your SQL INSERT query string exceeds the 1MB (1,024 KB) size limit for standard SQL queries in BigQuery. To address this, consider the following approaches: Batch Inserts : Instead of using a single large INSERT statement, break..."
google_developer_forums::169512::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Google evidence slice shows clear reporting or filter logic business context.,"Filtering between different explores Hello, I’m trying to add a filter to a dashboard that sources data from 3 different explores/views. I need to set a default value to land the initial data in the dashboard to filter to include all values for ‘program_na… Hello, I’m trying t..."
google_developer_forums::116403::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,debt_producing_slice,False,True,False,True,server_deploy_config_noise,False,non_core_or_unknown,Expected evidence slice resolves to support/setup without clear reporting context.,"Dropdown null issue We are using three different data sources in blend Data sources(Cloud SQL for MySQ, Google Sheets and BigQuery). I am getting some values in dropdown and table as Null or Blank. Also try to replace Null as NA below for… We are using three different data sou..."
google_developer_forums::157794::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,ambiguous_review_bucket,False,non_core_or_unknown,Google evidence slice still carries business reporting context with some setup friction.,"Country/Territory Filter Error When applying the Country/Territory filter to my Google Ads sourced table, it generates a User Configuration Error. This is happening on multiple reports with different Google Ads sources, as well as different tables. Does anyone know how I can f..."
google_developer_forums::135202::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Google evidence slice shows clear reporting or filter logic business context.,"(Financial) Dashboard with comparison between two days, and update filter based on another filter Hello! I am new to Looker, however not new to BI tooling in general. I have an OBT (one big table) loaded into Looker with ~30k financial fact records per day, on which I have an..."
google_developer_forums::188074::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,persona_core_evidence,True,persona_core,Google evidence slice still carries business reporting context with some setup friction.,"""Default date range"" option missing in table setup, despite valid date dimension (Google Sheets) Hello everyone, I’m facing a persistent issue in Looker Studio and would like to know if anyone has experienced this or has any suggestions. Goal: I want to create a table that com..."
google_developer_forums::174486::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,syntax_formula_debug_noise,False,non_core_or_unknown,Google evidence slice still carries business reporting context with some setup friction.,"Aggregation - No ""Auto"" Looker Studio.png 1477×711 72.9 KB Data is showing incorrect CPR value because aggregation only selects sum/average/count and so on and no “auto” or what the formula really is, how to fix this? @All Looker Studio.png 1477×711 72.9 KB Data is showing inc..."
google_developer_forums::167883::02,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Google evidence slice shows clear reporting or filter logic business context.,"Same issue here. My year to date comparion’s are breaking the report. Currently, the comparisons are set to start minus 1 and end minus 13 months (starting Jan 1, 2023 and end Sept 30, 2023). And I get this error. But if I change the start to minus 7 quarters (which currently..."
google_developer_forums::109292::02,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,debt_producing_slice,False,True,False,True,server_deploy_config_noise,False,non_core_or_unknown,Expected evidence slice resolves to support/setup without clear reporting context.,Here is some recommendations to address this issue: Ensure correct mapping: Check the mapping between the fields in your data and the corresponding decoding logic in your BinaryDecoder implementation. Verify that each field is correctly mapped to its corresponding position and...
google_developer_forums::114481::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,ambiguous_review_bucket,False,non_core_or_unknown,Google evidence slice still carries business reporting context with some setup friction.,"Setting up Looker Links to Dashboards and Explores through Liquid Automation What is Drilling When you’re exploring data, I like to think of drills as being either having horizontal qualities (i.e. show me another view of this data) and/or vertical qualities (i.e. show me a br..."
google_developer_forums::112686::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Google evidence slice shows clear reporting or filter logic business context.,"Is there a way to ""select all"" for a dashboard filter? I have a handful of dashboards where end users need to run the output for all filter options except for one. Is there a way to “select all” so that then one value can be un-selected, versus needing to select all one by one..."
google_developer_forums::187942::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,mixed_evidence_slice,True,True,True,True,syntax_formula_debug_noise,False,non_core_or_unknown,Google evidence slice still carries business reporting context with some setup friction.,"Error Dimension Control I’ve been trying for hours to make the dimension control work in a table with merged data but nothing happens, I select the dimension in the control, but it doesn’t affect the data If I use the filter control it works normally, but when I use the dimens..."
google_developer_forums::185745::01,google_developer_forums,supporting_validation_source,report_logic_and_filters,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Google evidence slice shows clear reporting or filter logic business context.,Pivot Table and Table visualization not displaying accurate metric values I created a Pivot Table with a calculated field and then started adding metrics. Any metric that I add after the first one (total users) it changes values. I have a funnel created from the same calculate...
adobe_analytics_community::89568::01,adobe_analytics_community,supporting_validation_source,adobe_workspace_business_reporting,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,ambiguous_review_bucket,False,non_core_or_unknown,Adobe workspace slice is mostly business reporting evidence.,"Does Adobe Analysis Workspace support visual interactions like Power BI? I was wondering if Adobe Analysis Workspace has visual interactions like Power Bi, where selecting a segment in a visual causes other visuals to filter or highlight data. The idea is to allow our business..."
adobe_analytics_community::90912::01,adobe_analytics_community,supporting_validation_source,adobe_workspace_business_reporting,mixed_evidence_slice,evidence_producing_slice,True,False,True,False,denominator_eligible_business_non_core,False,non_core_or_unknown,Adobe workspace slice is mostly business reporting evidence.,"'Share with anyone' link in Adobe Workspace not working Our team is experiencing this issue since the last 2 days.The ""share with anyone"" link does not load a project when opened in browser. Is anyone experiencing this? . Our team is experiencing this issue since the last 2 da..."
adobe_analytics_community::12772::01,adobe_analytics_community,supporting_validation_source,adobe_workspace_business_reporting,evidence_producing_slice,evidence_producing_slice,True,False,True,False,persona_core_evidence,True,persona_core,Adobe workspace slice is mostly business reporting evidence.,"Unlocking the Power of Adobe Customer Journey Analytics: Top Features You Should Know In the digital age, having a deep understanding of your customers’ journey is essential. Adobe Customer Journey Analytics (CJA) enables businesses to connect, analyse, and act on data from al..."
